Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,Thrust (N),Thrust (lb),Mass (kg),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (m),Altitude (ft),Distance (ft)
1.029999,S,1.029999,0.5482331,0,0.2895117,4466.939732,1004.208,21.68093511,47.79828,18.00455,0,67.04973,79.56271,2.444843,631.5329137,631.5329137,0.00133413,607.0283223,607.0283223,0.001220525,89.99989,89.99989,92.85576552,304.6449,0.000592595
1.039999,S,1.039999,0.5540088,0,0.2895823,4469.11936,1004.698,21.657058,47.74564,18.38684,0,67.03381,79.56271,2.447954,632.3357008,632.3357008,0.001336452,613.3516792,613.3516792,0.00123389,89.99989,89.99989,94.72525632,310.7784,0.000604867
1.049999,S,1.049999,0.5597922,0,0.2896529,4471.298989,1005.188,21.63316729,47.69297,18.77365,0,67.01788,79.56271,2.451066,633.1376933,633.1376933,0.001338766,619.683056,619.683056,0.001247277,89.99989,89.99989,96.61407144,316.9753,0.000617273
1.059999,S,1.059999,0.5655833,0,0.2897237,4473.478618,1005.678,21.60926751,47.64028,19.16498,0,67.00195,79.56271,2.454178,633.9387082,633.9387082,0.001341074,626.0224429,626.0224429,0.001260688,89.99989,89.99989,98.5221804,323.2355,0.000629813
1.069999,S,1.069999,0.5713822,0,0.2897946,4475.662694,1006.169,21.58535866,47.58757,19.56088,0,66.98603,79.56271,2.457289,634.7390078,634.7390078,0.001343376,632.3698329,632.3698329,0.001274122,89.99989,89.99989,100.4496442,329.5592,0.000642487
1.079999,S,1.079999,0.5771887,0,0.2898656,4477.842323,1006.659,21.5614362,47.53483,19.96133,0,66.97011,79.56271,2.460401,635.538473,635.538473,0.00134567,638.7252175,638.7252175,0.001287579,89.99989,89.99989,102.3964627,335.9464,0.000655296
1.089999,S,1.089999,0.583003,0,0.2898438,4480.0264,1007.15,21.53750013,47.48206,20.35983,0,66.95418,79.56271,2.463512,636.3415066,636.3415066,0.001347967,645.0886324,645.0886324,0.001301058,89.99989,89.99989,104.362697,342.3973,0.000668239
1.099999,S,1.099999,0.5888249,0,0.2897347,4482.210477,1007.641,21.51355952,47.42928,20.75641,0,66.93826,79.56271,2.466624,637.1481402,637.1481402,0.001350267,651.4601136,651.4601136,0.001314561,89.99989,89.99989,106.3483471,348.9119,0.000681317
1.109999,S,1.109999,0.5946547,0,0.2896255,4484.394553,1008.132,21.48960077,47.37646,21.15708,0,66.92233,79.56271,2.469735,637.9541858,637.9541858,0.001352561,657.8396554,657.8396554,0.001328087,89.99989,89.99989,108.3534434,355.4903,0.00069453
1.119999,S,1.119999,0.6004921,0,0.2895409,4486.583078,1008.624,21.46563295,47.32362,21.56367,0,66.9064,79.56271,2.472847,638.7586498,638.7586498,0.001354848,664.2272417,664.2272417,0.001341635,89.99989,89.99989,110.3780165,362.1326,0.000707879
1.129999,S,1.129999,0.6063374,0,0.2895987,4488.767155,1009.115,21.44165606,47.27076,21.98525,0,66.89048,79.56271,2.475958,639.5550315,639.5550314,0.001357113,670.6227919,670.6227919,0.001355206,89.99989,89.99989,112.4220662,368.8388,0.000721363
1.139999,S,1.139999,0.6121904,0,0.2896566,4490.95568,1009.607,21.41766556,47.21787,22.41143,0,66.87456,79.56271,2.479069,640.3504992,640.3504992,0.001359372,677.0262967,677.0262967,0.0013688,89.99989,89.99989,114.4856537,375.6091,0.000734983
1.149999,S,1.149999,0.618051,0,0.2897146,4493.144205,1010.099,21.39366599,47.16496,22.84223,0,66.85863,79.56271,2.482181,641.1452119,641.1452119,0.001361625,683.4377487,683.4377487,0.001382416,89.99989,89.99989,116.5687788,382.4435,0.000748739
1.159999,S,1.159999,0.6239194,0,0.2897727,4495.33273,1010.591,21.36965281,47.11202,23.27765,0,66.8427,79.56271,2.485292,641.9388915,641.9388915,0.001363872,689.8571375,689.8571375,0.001396055,89.99989,89.99989,118.6714416,389.342,0.000762632
1.169999,S,1.169999,0.6297954,0,0.2898309,4497.521255,1011.083,21.34563056,47.05906,23.71771,0,66.82678,79.56271,2.488404,642.7317366,642.7317366,0.001366113,696.2844547,696.2844547,0.001409716,89.99989,89.99989,120.7937335,396.3049,0.00077666
1.179999,S,1.179999,0.6356791,0,0.2898892,4499.714229,1011.576,21.3215947,47.00607,24.16242,0,66.81085,79.56271,2.491515,643.5235406,643.5235406,0.001368347,702.71969,702.71969,0.001423399,89.99989,89.99989,122.9356241,403.3321,0.000790826
1.189999,S,1.189999,0.6415704,0,0.2899477,4501.902754,1012.068,21.29754976,46.95306,24.6118,0,66.79493,79.56271,2.494627,644.3144148,644.3144148,0.001370577,709.162834,709.162834,0.001437105,89.99989,89.99989,125.0971438,410.4237,0.000805128
1.199999,S,1.199999,0.6474695,0,0.2900062,4504.095727,1012.561,21.27349576,46.90003,25.06587,0,66.77901,79.56271,2.497738,645.1044863,645.1044863,0.0013728,715.6138787,715.6138787,0.001450833,89.99989,89.99989,127.278323,417.5798,0.000819568
1.209999,S,1.209999,0.6533762,0,0.2900648,4506.2887,1013.054,21.24942815,46.84697,25.52461,0,66.76308,79.56271,2.50085,645.8935723,645.8935723,0.001375017,722.0728143,722.0728143,0.001464583,89.99989,89.99989,129.4791924,424.8005,0.000834145
1.219999,S,1.219999,0.6592906,0,0.2901235,4508.486122,1013.548,21.22534693,46.79388,25.98807,0,66.74715,79.56271,2.503961,646.6816808,646.6816808,0.001377229,728.5396309,728.5396309,0.001478356,89.99989,89.99989,131.6997823,432.0859,0.00084886
1.229999,S,1.229999,0.6652126,0,0.2901823,4510.679095,1014.041,21.20125664,46.74077,26.45625,0,66.73123,79.56271,2.507073,647.4687483,647.4687483,0.001379435,735.0143183,735.0143183,0.00149215,89.99989,89.99989,133.9401233,439.4361,0.000863712
1.239999,S,1.239999,0.6711423,0,0.2902412,4512.876516,1014.535,21.17715274,46.68763,26.92916,0,66.71531,79.56271,2.510185,648.2549812,648.2549812,0.001381635,741.4968679,741.4968679,0.001505966,89.99989,89.99989,136.2001848,446.851,0.000878703
1.249999,S,1.249999,0.6770796,0,0.2903003,4515.06949,1015.028,21.15304431,46.63448,27.40681,0,66.69938,79.56271,2.513296,649.0401334,649.0401334,0.00138383,747.9872691,747.9872691,0.001519805,89.99989,89.99989,138.4800583,454.3309,0.000893832
1.259999,S,1.259999,0.6830246,0,0.2903594,4517.266911,1015.522,21.12891773,46.58129,27.88921,0,66.68346,79.56271,2.516407,649.8242365,649.8242365,0.001386019,754.4855113,754.4855113,0.001533665,89.99989,89.99989,140.7797438,461.8758,0.000909099
1.269999,S,1.269999,0.6889772,0,0.2904187,4519.468781,1016.017,21.10478208,46.52808,28.3764,0,66.66753,79.56271,2.519519,650.6074256,650.6074256,0.001388202,760.9915855,760.9915854,0.001547547,89.99989,89.99989,143.0992414,469.4857,0.000924505
1.279999,S,1.279999,0.6949375,0,0.290478,4521.666202,1016.511,21.08063736,46.47485,28.86835,0,66.6516,79.56271,2.52263,651.3894306,651.3894306,0.00139038,767.5054796,767.5054796,0.001561451,89.99989,89.99989,145.4385814,477.1607,0.00094005
1.289999,S,1.289999,0.7009054,0,0.2905374,4523.868072,1017.006,21.05647903,46.42159,29.36512,0,66.63568,79.56271,2.525742,652.1705773,652.1705773,0.001392552,774.0271852,774.0271852,0.001575376,89.99989,89.99989,147.7978248,484.901,0.000955734
1.299999,S,1.299999,0.7068809,0,0.290597,4526.065494,1017.5,21.03230709,46.3683,29.86668,0,66.61976,79.56271,2.528853,652.9505478,652.9505478,0.001394719,780.5566906,780.5566906,0.001589323,89.99989,89.99989,150.1769717,492.7066,0.000971558
1.309999,S,1.309999,0.7128641,0,0.2906566,4528.267363,1017.995,21.00812608,46.31499,30.37307,0,66.60383,79.56271,2.531965,653.7295249,653.7295249,0.00139688,787.0939857,787.0939857,0.001603292,89.99989,89.99989,152.576022,500.5775,0.000987521
1.319999,S,1.319999,0.7188549,0,0.2907164,4530.469233,1018.49,20.983936,46.26166,30.88429,0,66.58791,79.56271,2.535076,654.5073973,654.5073973,0.001399036,793.6390595,793.6390595,0.001617283,89.99989,89.99989,154.9950367,508.5139,0.001003624
1.329999,S,1.329999,0.7248533,0,0.2907762,4532.675551,1018.986,20.95973231,46.2083,31.40035,0,66.57198,79.56271,2.538188,655.2841571,655.2841571,0.001401186,800.1919009,800.1919009,0.001631294,89.99989,89.99989,157.4340158,516.5158,0.001019867
1.339999,S,1.339999,0.7308593,0,0.2908362,4534.877421,1019.481,20.93551501,46.15491,31.92128,0,66.55605,79.56271,2.541299,656.0599951,656.0599951,0.001403332,806.7525007,806.7525007,0.001645328,89.99989,89.99989,159.8929898,524.5833,0.00103625
1.349999,S,1.349999,0.7368729,0,0.2908962,4537.083738,1019.977,20.91129318,46.10151,32.44706,0,66.54013,79.56271,2.544411,656.8344343,656.8344342,0.001405472,813.3208449,813.3208449,0.001659382,89.99989,89.99989,162.3719892,532.7165,0.001052773
1.359999,S,1.359999,0.7428941,0,0.2909564,4539.290056,1020.473,20.88705774,46.04808,32.97773,0,66.52421,79.56271,2.547522,657.6079277,657.6079277,0.001407606,819.8969241,819.8969241,0.001673459,89.99989,89.99989,164.8710444,540.9155,0.001069437
1.369999,S,1.369999,0.7489229,0,0.2910167,4541.496374,1020.969,20.86280869,45.99462,33.5133,0,66.50828,79.56271,2.550634,658.3802291,658.3802291,0.001409735,826.4807262,826.4807262,0.001687556,89.99989,89.99989,167.3901554,549.1803,0.001086242
1.379999,S,1.379999,0.7549593,0,0.291077,4543.702692,1021.465,20.83855057,45.94114,34.05378,0,66.49236,79.56271,2.553745,659.1514973,659.1514973,0.001411859,833.072241,833.072241,0.001701674,89.99988,89.99988,169.9293528,557.511,0.001103189
1.389999,S,1.389999,0.7610034,0,0.2911375,4545.90901,1021.961,20.81427885,45.88763,34.59916,0,66.47643,79.56271,2.556857,659.9214542,659.9214542,0.001413977,839.6714554,839.6714554,0.001715814,89.99988,89.99988,172.4886974,565.9078,0.001120276
1.399999,S,1.399999,0.7670549,0,0.2911981,4548.119776,1022.458,20.78999805,45.8341,35.14949,0,66.4605,79.56271,2.559968,660.6904654,660.6904654,0.001416091,846.2783599,846.2783599,0.001729975,89.99988,89.99988,175.0681284,574.3705,0.001137505
1.409999,S,1.409999,0.7731141,0,0.2912588,4550.330542,1022.955,20.76570817,45.78055,35.70475,0,66.44458,79.56271,2.56308,661.4581256,661.4581256,0.001418198,852.892941,852.892941,0.001744157,89.99988,89.99988,177.6677676,582.8995,0.001154876
1.419999,S,1.419999,0.7791808,0,0.2913196,4552.541309,1023.452,20.7414047,45.72697,36.26497,0,66.42866,79.56271,2.566191,662.2246334,662.2246334,0.001420301,859.5151872,859.5151872,0.00175836,89.99988,89.99988,180.2875541,591.4946,0.001172388
1.429999,S,1.429999,0.7852551,0,0.2913805,4554.752075,1023.949,20.71708761,45.67336,36.83015,0,66.41273,79.56271,2.569303,662.9900286,662.9900286,0.001422399,866.1450874,866.1450874,0.001772584,89.99988,89.99988,182.9275793,600.1561,0.001190043
1.439999,S,1.439999,0.791337,0,0.2914414,4556.962841,1024.446,20.69276145,45.61973,37.4003,0,66.3968,79.56271,2.572414,663.7541919,663.7541919,0.001424492,872.7826291,872.7826291,0.001786829,89.99988,89.99988,185.5878127,608.8839,0.00120784
1.449999,S,1.449999,0.7974263,0,0.2915025,4559.178055,1024.944,20.66842168,45.56607,37.97545,0,66.38088,79.56271,2.575526,664.5171711,664.5171711,0.001426579,879.4278007,879.4278007,0.001801095,89.99988,89.99988,188.2683154,617.6782,0.00122578
1.459999,S,1.459999,0.8035233,0,0.2915637,4561.39327,1025.442,20.64407284,45.51239,38.55561,0,66.36496,79.56271,2.578637,665.2789344,665.2789344,0.001428661,886.0805899,886.0805899,0.001815381,89.99988,89.99988,190.9690567,626.5389,0.001243862
1.469999,S,1.469999,0.8096278,0,0.291625,4563.608484,1025.94,20.6197104,45.45868,39.14076,0,66.34903,79.56271,2.581749,666.0394897,666.0394897,0.001430739,892.7409846,892.7409846,0.001829689,89.99988,89.99988,193.6901587,635.4664,0.001262087
1.479999,S,1.479999,0.8157398,0,0.2916864,4565.823698,1026.438,20.59533888,45.40495,39.73094,0,66.33311,79.56271,2.58486,666.7986463,666.7986463,0.00143281,899.408971,899.4089709,0.001844017,89.99988,89.99988,196.4315299,644.4604,0.001280456
1.489999,S,1.489999,0.8218595,0,0.2917479,4568.038913,1026.936,20.57095829,45.3512,40.32615,0,66.31718,79.56271,2.587972,667.5567061,667.5567061,0.001434878,906.0845379,906.0845379,0.001858366,89.99988,89.99988,199.1932922,653.5213,0.001298968
1.499999,S,1.499999,0.8279865,0,0.2918095,4570.258575,1027.435,20.54656409,45.29742,40.92642,0,66.30125,79.56271,2.591083,668.3133354,668.3133354,0.001436939,912.7676711,912.7676711,0.001872735,89.99988,89.99988,201.9754152,662.649,0.001317623
1.509999,S,1.509999,0.8341211,0,0.2918712,4572.47379,1027.933,20.52215629,45.24361,41.53173,0,66.28533,79.56271,2.594195,669.0688203,669.0688203,0.001438996,919.4583591,919.4583591,0.001887125,89.99988,89.99988,204.7779293,671.8436,0.001336423
1.519999,S,1.519999,0.8402632,0,0.2919331,4574.693452,1028.432,20.49774395,45.18979,42.14211,0,66.26941,79.56271,2.597306,669.8229383,669.8229383,0.001441047,926.1565884,926.1565884,0.001901536,89.99988,89.99988,207.6008345,681.1051,0.001355366
1.529999,S,1.529999,0.8464129,0,0.291995,4576.913115,1028.931,20.47331346,45.13593,42.75758,0,66.25348,79.56271,2.600418,670.5757291,670.5757291,0.001443094,932.8623455,932.8623455,0.001915966,89.99988,89.99988,210.4441918,690.4337,0.001374454
1.539999,S,1.539999,0.85257,0,0.292057,4579.137226,1029.431,20.4488739,45.08205,43.37813,0,66.23756,79.56271,2.603529,671.3272245,671.3272245,0.001445136,939.5756176,939.5756176,0.001930418,89.99988,89.99988,213.3080316,699.8295,0.001393685
1.549999,S,1.549999,0.8587347,0,0.2921191,4581.356888,1029.93,20.42442074,45.02814,44.00377,0,66.22163,79.56271,2.606641,672.0774006,672.0774006,0.001447172,946.2963914,946.2963914,0.00194489,89.99988,89.99988,216.1923235,709.2924,0.001413062
1.559999,S,1.559999,0.8649067,0,0.2921814,4583.580999,1030.43,20.39996304,44.97422,44.63454,0,66.2057,79.56271,2.609752,672.8263131,672.8263131,0.001449203,953.0246544,953.0246544,0.001959382,89.99988,89.99988,219.097159,718.8227,0.001432583
1.569999,S,1.569999,0.8710863,0,0.2922437,4585.80511,1030.93,20.37549173,44.92027,45.27042,0,66.18978,79.56271,2.612864,673.5737315,673.5737315,0.00145123,959.7603916,959.7603916,0.001973894,89.99988,89.99988,222.0225074,728.4203,0.00145225
1.579999,S,1.579999,0.8772733,0,0.2923061,4588.029221,1031.43,20.35100681,44.86629,45.91144,0,66.17386,79.56271,2.615975,674.3199102,674.3199102,0.001453251,966.5035905,966.5035905,0.001988426,89.99988,89.99988,224.9683994,738.0853,0.001472061
1.589999,S,1.589999,0.8834679,0,0.2923687,4590.253331,1031.93,20.32651283,44.81229,46.55759,0,66.15793,79.56271,2.619087,675.0644755,675.0644755,0.001455267,973.2542351,973.2542351,0.002002979,89.99988,89.99988,227.9348959,747.8179,0.001492018
1.599999,S,1.599999,0.8896699,0,0.2924313,4592.477442,1032.43,20.30200523,44.75826,47.20891,0,66.14201,79.56271,2.622198,675.8079283,675.8079282,0.001457278,980.0123143,980.0123143,0.002017552,89.99988,89.99988,230.9219664,757.618,0.001512121
1.609999,S,1.609999,0.8958793,0,0.292494,4594.706001,1032.931,20.27748856,44.70421,47.86538,0,66.12608,79.56271,2.62531,676.549871,676.549871,0.001459284,986.7778128,986.7778128,0.002032145,89.99988,89.99988,233.9296718,767.4858,0.001532369
1.619999,S,1.619999,0.9020962,0,0.2926231,4596.93456,1033.432,20.25295829,44.65013,48.538,0,66.11015,79.51958,2.619996,677.2825392,677.2825392,0.001461269,993.5506381,993.5506381,0.002046757,89.99988,89.99988,236.9580122,777.4213,0.001552764
1.629999,S,1.629999,0.9083204,0,0.2939128,4599.163119,1033.933,20.22841894,44.59603,49.41122,0,66.09423,79.39156,2.598093,677.8718226,677.8718226,0.001462956,1000.329356,1000.329356,0.002061387,89.99988,89.99988,240.0070181,787.4246,0.001573305
1.639999,S,1.639999,0.9145508,0,0.2967474,4601.391678,1034.434,20.20386599,44.5419,50.5582,0,66.07831,79.2634,2.576164,678.2641245,678.2641245,0.001464235,1007.111997,1007.111997,0.002076029,89.99988,89.99988,243.0766894,797.4957,0.001593992
1.649999,S,1.649999,0.9207854,0,0.3011298,4603.620237,1034.935,20.17930396,44.48775,51.98989,0,66.06239,79.13515,2.554219,678.4505519,678.4505519,0.001465088,1013.896503,1013.896503,0.00209068,89.99988,89.99988,246.1670261,807.6346,0.001614825
1.659999,S,1.659999,0.9270223,0,0.3054911,4605.853245,1035.437,20.15473286,44.43358,53.44235,0,66.04646,79.00687,2.532265,678.6230875,678.6230875,0.001465908,1020.682733,1020.682733,0.002105339,89.99988,89.99988,249.2780892,817.8415,0.001635805
1.669999,S,1.669999,0.9332615,0,0.3071035,4608.081804,1035.938,20.13014815,44.37938,54.43214,0,66.03053,78.87852,2.5103,679.1342092,679.1342092,0.001467425,1027.474075,1027.474075,0.002120013,89.99988,89.99988,252.4098178,828.1162,0.001656932
1.679999,S,1.679999,0.9395061,0,0.3087174,4610.314811,1036.44,20.10554984,44.32515,55.43456,0,66.01461,78.75008,2.488315,679.6379321,679.6379321,0.001468924,1034.270454,1034.270454,0.002134703,89.99988,89.99988,255.5622727,838.4589,0.001678206
1.689999,S,1.689999,0.9457561,0,0.3103327,4612.552266,1036.943,20.08094245,44.2709,56.44965,0,65.99868,78.62151,2.466307,680.1341129,680.1341129,0.001470405,1041.071795,1041.071795,0.002149407,89.99988,89.99988,258.7354541,848.8696,0.001699626
1.699999,S,1.699999,0.9520111,0,0.3119492,4614.785274,1037.445,20.056326,44.21663,57.47748,0,65.98276,78.49285,2.44428,680.6226724,680.6226724,0.001471868,1047.878022,1047.878022,0.002164125,89.99988,89.99988,261.9293923,859.3484,0.001721194
1.709999,S,1.709999,0.9582715,0,0.3135671,4617.018281,1037.947,20.03169593,44.16233,58.51818,0,65.96684,78.36407,2.42223,681.1037057,681.1037057,0.001473314,1054.689059,1054.689059,0.002178859,89.99988,89.99988,265.1440874,869.8953,0.001742909
1.719999,S,1.719999,0.9645369,0,0.3151864,4619.255736,1038.45,20.00705679,44.10801,59.57179,0,65.9509,78.2352,2.400162,681.5770143,681.5770143,0.001474741,1061.504829,1061.504829,0.002193606,89.99988,89.99988,268.3795394,880.5103,0.001764771
1.729999,S,1.729999,0.9708074,0,0.3168069,4621.493192,1038.953,19.98240405,44.05366,60.6384,0,65.93498,78.10622,2.378072,682.0425424,682.0425424,0.00147615,1068.325254,1068.325254,0.002208368,89.99988,89.99988,271.6357788,891.1935,0.001786781
1.739999,S,1.739999,0.9770827,0,0.3184287,4623.730647,1039.456,19.95773769,43.99928,61.71806,0,65.91906,77.97713,2.355963,682.5002187,682.5002187,0.001477541,1075.150256,1075.150256,0.002223143,89.99988,89.99988,274.9128665,901.9451,0.001808939
1.749999,S,1.749999,0.9833632,0,0.3200518,4625.968103,1039.959,19.9330668,43.94489,62.8109,0,65.90313,77.84795,2.333833,682.9499159,682.9499159,0.001478913,1081.979755,1081.979755,0.002237932,89.99988,89.99988,278.2107415,912.7649,0.001831244
1.759999,S,1.759999,0.9896484,0,0.3216762,4628.210006,1040.463,19.90837777,43.89046,63.91692,0,65.88721,77.71866,2.311684,683.3913161,683.3913161,0.001480266,1088.813668,1088.813668,0.002252735,89.99988,89.99988,281.5294344,923.653,0.001853697
1.769999,S,1.769999,0.9959384,0,0.3233018,4630.447462,1040.966,19.88367967,43.83601,65.03627,0,65.87128,77.58928,2.289516,683.8248565,683.8248565,0.0014816,1095.651917,1095.651917,0.002267551,89.99988,89.99988,284.8690061,934.6096,0.001876299
1.779999,S,1.779999,1.002233,0,0.3249285,4632.689366,1041.47,19.85896795,43.78153,66.16898,0,65.85535,77.4598,2.26733,684.2500999,684.2500999,0.001482916,1102.494417,1102.494417,0.00228238,89.99988,89.99988,288.2293956,945.6345,0.001899049
1.789999,S,1.789999,1.008532,0,0.3265564,4634.931269,1041.974,19.83425171,43.72704,67.31511,0,65.83943,77.33023,2.245125,684.6670145,684.6670145,0.001484212,1109.341087,1109.341087,0.002297222,89.99988,89.99988,291.6106639,956.7279,0.001921947
1.799999,S,1.799999,1.014836,0,0.3281856,4637.177621,1042.479,19.80951731,43.67251,68.47476,0,65.82351,77.20056,2.222901,685.0756083,685.0756083,0.001485488,1116.191843,1116.191843,0.002312077,89.99988,89.99988,295.012811,967.8898,0.001944993
1.809999,S,1.809999,1.021145,0,0.3298161,4639.419525,1042.983,19.78477839,43.61797,69.64804,0,65.80758,77.07079,2.200657,685.4755634,685.4755634,0.001486745,1123.046599,1123.046599,0.002326944,89.99988,89.99988,298.4358674,979.1203,0.001968188
1.819999,S,1.819999,1.027458,0,0.3314477,4641.665877,1043.488,19.76002132,43.56339,70.83497,0,65.79166,76.94093,2.178396,685.8671183,685.8671183,0.001487982,1129.90527,1129.90527,0.002341824,89.99988,89.99988,301.8798331,990.4194,0.001991532
1.829999,S,1.829999,1.033775,0,0.3330802,4643.907781,1043.992,19.73525971,43.5088,72.03558,0,65.77573,76.81099,2.15612,686.2500106,686.2500106,0.0014892,1136.76777,1136.76777,0.002356716,89.99988,89.99988,305.3446776,1001.787,0.002015025
1.839999,S,1.839999,1.040096,0,0.3347138,4646.154132,1044.497,19.71047996,43.45417,73.24998,0,65.7598,76.68097,2.133827,686.6242801,686.6242801,0.001490397,1143.634012,1143.634012,0.00237162,89.99988,89.99988,308.8303704,1013.223,0.002038666
1.849999,S,1.849999,1.046422,0,0.3363487,4648.404933,1045.003,19.68569113,43.39952,74.47828,0,65.74388,76.55084,2.111514,686.9896645,686.9896645,0.001491574,1150.503909,1150.503909,0.002386536,89.99988,89.99988,312.3370944,1024.728,0.002062457
