Time (sec),Mach Number,Weight (kg),Stability Margin (cal),Altitude (m)
8.900108,2.201051,12.77292981,3.708899,5590.135632
8.910109,2.199428,12.77292981,3.709755,5596.978392
8.920109,2.197807,12.77292981,3.710605,5603.821152
8.930109,2.196189,12.77292981,3.711447,5610.654768
8.940109,2.194573,12.77292981,3.712291,5617.482288
8.950109,2.19296,12.77292981,3.71313,5624.30676
8.96011,2.191349,12.77292981,3.713965,5631.122088
8.97011,2.189741,12.77292981,3.714792,5637.934368
8.98011,2.188134,12.77292981,3.715618,5644.740552
8.99011,2.186531,12.77292981,3.716441,5651.54064
9.000111,2.184929,12.77292981,3.71726,5658.33768
9.010111,2.183331,12.77292981,3.718077,5665.125576
9.020111,2.181734,12.77292981,3.718885,5671.907376
9.030111,2.180139,12.77292981,3.719696,5678.686128
9.040112,2.178547,12.77292981,3.720498,5685.458784
9.050112,2.176958,12.77292981,3.721299,5692.225344
9.060112,2.175371,12.77292981,3.722095,5698.988856
9.070112,2.173786,12.77292981,3.722889,5705.743224
9.080112,2.172203,12.77292981,3.723676,5712.494544
9.090113,2.170623,12.77292981,3.724462,5719.239768
9.100113,2.169045,12.77292981,3.725245,5725.978896
9.110113,2.167469,12.77292981,3.726023,5732.711928
9.120113,2.165896,12.77292981,3.726795,5739.438864
9.130114,2.164325,12.77292981,3.727564,5746.162752
9.140114,2.162756,12.77292981,3.72833,5752.880544
9.150114,2.16119,12.77292981,3.729093,5759.59224
9.160114,2.159626,12.77292981,3.729851,5766.29784
9.170115,2.158063,12.77292981,3.730609,5772.997344
9.180115,2.156504,12.77292981,3.731358,5779.6938
9.190115,2.154947,12.77292981,3.732105,5786.38416
9.200115,2.153392,12.77292981,3.732848,5793.068424
9.210115,2.151839,12.77292981,3.733591,5799.746592
9.220116,2.150288,12.77292981,3.734326,5806.421712
9.230116,2.14874,12.77292981,3.735058,5813.087688
9.240116,2.147194,12.77292981,3.735786,5819.750616
9.250116,2.14565,12.77292981,3.736512,5826.410496
9.260117,2.144108,12.77292981,3.737232,5833.061232
9.270117,2.142569,12.77292981,3.737951,5839.70892
9.280117,2.141032,12.77292981,3.738662,5846.350512
9.290117,2.139497,12.77292981,3.739373,5852.986008
9.300117,2.137964,12.77292981,3.74008,5859.615408
9.310118,2.136433,12.77292981,3.740782,5866.24176
9.320118,2.134905,12.77292981,3.741481,5872.862016
9.330118,2.133379,12.77292981,3.742174,5879.476176
9.340118,2.131855,12.77292981,3.742866,5886.08424
9.350119,2.130333,12.77292981,3.743553,5892.689256
9.360119,2.128813,12.77292981,3.744236,5899.288176
9.370119,2.127295,12.77292981,3.744917,5905.881
9.380119,2.12578,12.77292981,3.745592,5912.467728
9.39012,2.124267,12.77292981,3.746266,5919.051408
9.40012,2.122756,12.77292981,3.746935,5925.628992
9.41012,2.121247,12.77292981,3.747597,5932.20048
9.42012,2.119741,12.77292981,3.74826,5938.76892
9.43012,2.118236,12.77292981,3.748916,5945.328216
9.440121,2.116734,12.77292981,3.749568,5951.887512
9.450121,2.115233,12.77292981,3.750222,5958.437664
9.460121,2.113735,12.77292981,3.750866,5964.984768
9.470121,2.112239,12.77292981,3.75151,5971.525776
9.480122,2.110745,12.77292981,3.752148,5978.060688
9.490122,2.109254,12.77292981,3.752784,5984.589504
9.500122,2.107764,12.77292981,3.753414,5991.115272
9.510122,2.106276,12.77292981,3.754043,5997.634944
9.520123,2.104791,12.77292981,3.754666,6004.151568
9.530123,2.103307,12.77292981,3.755284,6010.659048
9.540123,2.101826,12.77292981,3.755902,6017.16348
9.550123,2.100347,12.77292981,3.756514,6023.664864
9.560123,2.09887,12.77292981,3.757124,6030.157104
9.570124,2.097394,12.77292981,3.757728,6036.646296
9.580124,2.095922,12.77292981,3.758328,6043.13244
9.590124,2.09445,12.77292981,3.758926,6049.60944
9.600124,2.092982,12.77292981,3.759519,6056.083392
9.610125,2.091515,12.77292981,3.76011,6062.551248
9.620125,2.09005,12.77292981,3.760697,6069.016056
9.630125,2.088587,12.77292981,3.76128,6075.474768
9.640125,2.087126,12.77292981,3.761857,6081.927384
9.650126,2.085668,12.77292981,3.762434,6088.376952
9.660126,2.084211,12.77292981,3.763005,6094.817376
9.670126,2.082756,12.77292981,3.763572,6101.2578
9.680126,2.081304,12.77292981,3.764136,6107.68908
9.690126,2.079853,12.77292981,3.764695,6114.117312
9.700127,2.078405,12.77292981,3.765253,6120.542496
9.710127,2.076958,12.77292981,3.765804,6126.958536
9.720127,2.075514,12.77292981,3.766354,6133.371528
9.730127,2.074071,12.77292981,3.766898,6139.778424
9.740128,2.07263,12.77292981,3.767439,6146.182272
9.750128,2.071192,12.77292981,3.76798,6152.580024
9.760128,2.069755,12.77292981,3.768514,6158.974728
9.770128,2.068321,12.77292981,3.769043,6165.360288
9.780128,2.066888,12.77292981,3.769568,6171.7428
9.790129,2.065457,12.77292981,3.770094,6178.122264
9.800129,2.064029,12.77292981,3.77061,6184.495632
9.810129,2.062602,12.77292981,3.771129,6190.862904
9.820129,2.061177,12.77292981,3.771638,6197.227128
9.83013,2.059754,12.77292981,3.772145,6203.582208
9.84013,2.058333,12.77292981,3.772649,6209.937288
9.85013,2.056914,12.77292981,3.773151,6216.286272
9.86013,2.055497,12.77292981,3.773648,6222.62916
9.870131,2.054082,12.77292981,3.774141,6228.965952
9.880131,2.052669,12.77292981,3.77463,6235.299696
9.890131,2.051257,12.77292981,3.775115,6241.630392
9.900131,2.049848,12.77292981,3.775598,6247.951944
9.910131,2.048441,12.77292981,3.776076,6254.270448
9.920132,2.047035,12.77292981,3.776549,6260.585904
9.930132,2.045631,12.77292981,3.77702,6266.895264
9.940132,2.04423,12.77292981,3.777488,6273.198528
9.950132,2.04283,12.77292981,3.77795,6279.498744
9.960133,2.041432,12.77292981,3.778409,6285.792864
9.970133,2.040036,12.77292981,3.778865,6292.080888
9.980133,2.038642,12.77292981,3.779317,6298.365864
9.990133,2.03725,12.77292981,3.779764,6304.644744
10.00013,2.035859,12.77292981,3.78021,6310.920576
10.01013,2.034471,12.77292981,3.78065,6317.190312
10.02013,2.033084,12.77292981,3.781088,6323.457
10.03013,2.031699,12.77292981,3.781519,6329.717592
10.04013,2.030317,12.77292981,3.781952,6335.972088
10.05013,2.028935,12.77292981,3.782374,6342.223536
10.06013,2.027556,12.77292981,3.782798,6348.468888
10.07014,2.026179,12.77292981,3.783216,6354.711192
10.08014,2.024803,12.77292981,3.783629,6360.9474
10.09014,2.023429,12.77292981,3.784041,6367.177512
10.10014,2.022058,12.77292981,3.784448,6373.404576
10.11014,2.020688,12.77292981,3.784852,6379.628592
10.12014,2.01932,12.77292981,3.785251,6385.846512
10.13014,2.017953,12.77292981,3.785646,6392.058336
10.14014,2.016588,12.77292981,3.786038,6398.267112
10.15014,2.015226,12.77292981,3.786426,6404.469792
10.16014,2.013865,12.77292981,3.786812,6410.666376
10.17014,2.012506,12.77292981,3.787194,6416.86296
10.18014,2.011148,12.77292981,3.787569,6423.0504
10.19014,2.009793,12.77292981,3.787941,6429.234792
10.20014,2.008439,12.77292981,3.788313,6435.416136
10.21014,2.007087,12.77292981,3.788677,6441.591384
10.22014,2.005737,12.77292981,3.789041,6447.760536
10.23014,2.004389,12.77292981,3.789398,6453.92664
10.24014,2.003042,12.77292981,3.789755,6460.086648
10.25014,2.001697,12.77292981,3.790102,6466.243608
10.26014,2.000354,12.77292981,3.790449,6472.39752
10.27014,1.999013,12.77292981,3.790794,6478.542288
10.28014,1.997673,12.77292981,3.791133,6484.687056
10.29014,1.996336,12.77292981,3.79147,6490.82268
10.30014,1.994999,12.77292981,3.791798,6496.958304
10.31014,1.993665,12.77292981,3.792129,6503.084784
10.32014,1.992332,12.77292981,3.792454,6509.211264
10.33014,1.991001,12.77292981,3.792775,6515.3286
10.34014,1.989672,12.77292981,3.793092,6521.442888
10.35014,1.988344,12.77292981,3.793405,6527.554128
10.36014,1.987018,12.77292981,3.793715,6533.659272
10.37014,1.985694,12.77292981,3.794021,6539.761368
10.38014,1.984371,12.77292981,3.794322,6545.857368
10.39014,1.98305,12.77292981,3.79462,6551.95032
10.40014,1.981731,12.77292981,3.794915,6558.037176
10.41014,1.980413,12.77292981,3.795206,6564.117936
10.42014,1.979097,12.77292981,3.795492,6570.198696
10.43014,1.977783,12.77292981,3.795777,6576.270312
10.44014,1.97647,12.77292981,3.796056,6582.33888
10.45014,1.975159,12.77292981,3.79633,6588.4044
10.46014,1.97385,12.77292981,3.796603,6594.463824
10.47014,1.972542,12.77292981,3.796871,6600.5202
10.48014,1.971236,12.77292981,3.797133,6606.57048
10.49014,1.969931,12.77292981,3.797394,6612.617712
10.50014,1.968628,12.77292981,3.797654,6618.658848
10.51015,1.967327,12.77292981,3.797907,6624.696936
10.52015,1.966027,12.77292981,3.798156,6630.728928
10.53015,1.96473,12.77292981,3.7984,6636.757872
10.54015,1.963433,12.77292981,3.798642,6642.783768
10.55015,1.962139,12.77292981,3.79888,6648.803568
10.56015,1.960845,12.77292981,3.799116,6654.817272
10.57015,1.959554,12.77292981,3.799345,6660.827928
10.58015,1.958264,12.77292981,3.799574,6666.835536
10.59015,1.956976,12.77292981,3.799794,6672.837048
10.60015,1.955689,12.77292981,3.800015,6678.832464
10.61015,1.954404,12.77292981,3.80023,6684.82788
10.62015,1.95312,12.77292981,3.80044,6690.814152
10.63015,1.951838,12.77292981,3.800648,6696.797376
10.64015,1.950558,12.77292981,3.800853,6702.777552
10.65015,1.949279,12.77292981,3.801054,6708.75468
10.66015,1.948002,12.77292981,3.80125,6714.722664
10.67015,1.946727,12.77292981,3.801441,6720.690648
10.68015,1.945452,12.77292981,3.801629,6726.652536
10.69015,1.94418,12.77292981,3.801816,6732.608328
10.70015,1.942909,12.77292981,3.801996,6738.561072
10.71015,1.94164,12.77292981,3.802173,6744.510768
10.72015,1.940372,12.77292981,3.802346,6750.454368
10.73015,1.939106,12.77292981,3.802516,6756.39492
10.74015,1.937841,12.77292981,3.802682,6762.332424
10.75015,1.936578,12.77292981,3.802844,6768.263832
10.76015,1.935317,12.77292981,3.803001,6774.189144
10.77015,1.934057,12.77292981,3.803157,6780.111408
10.78015,1.932798,12.77292981,3.803308,6786.030624
10.79015,1.931541,12.77292981,3.803454,6791.943744
10.80015,1.930286,12.77292981,3.803597,6797.853816
10.81015,1.929032,12.77292981,3.803735,6803.757792
10.82015,1.92778,12.77292981,3.803873,6809.65872
10.83015,1.926529,12.77292981,3.804002,6815.5566
10.84015,1.92528,12.77292981,3.804131,6821.448384
10.85015,1.924032,12.77292981,3.804253,6827.33712
10.86015,1.922786,12.77292981,3.804375,6833.21976
10.87015,1.921541,12.77292981,3.80449,6839.099352
10.88015,1.920298,12.77292981,3.804602,6844.972848
10.89015,1.919056,12.77292981,3.80471,6850.846344
10.90015,1.917816,12.77292981,3.804815,6856.710696
10.91015,1.916577,12.77292981,3.804915,6862.572
10.92015,1.91534,12.77292981,3.805013,6868.430256
10.93015,1.914104,12.77292981,3.805105,6874.285464
10.94016,1.91287,12.77292981,3.805196,6880.134576
10.95016,1.911637,12.77292981,3.80528,6885.98064
10.96016,1.910406,12.77292981,3.80536,6891.820608
10.97016,1.909176,12.77292981,3.805439,6897.657528
10.98016,1.907948,12.77292981,3.805514,6903.488352
10.99016,1.906721,12.77292981,3.805584,6909.319176
11.00016,1.905496,12.77292981,3.80565,6915.140856
11.01016,1.904272,12.77292981,3.805712,6920.962536
11.02016,1.90305,12.77292981,3.805767,6926.77812
11.03016,1.901829,12.77292981,3.805822,6932.587608
11.04016,1.900609,12.77292981,3.805873,6938.397096
11.05016,1.899391,12.77292981,3.805921,6944.19744
11.06016,1.898175,12.77292981,3.805963,6949.997784
11.07016,1.89696,12.77292981,3.806003,6955.792032
11.08016,1.895746,12.77292981,3.806039,6961.583232
11.09016,1.894534,12.77292981,3.80607,6967.368336
11.10016,1.893323,12.77292981,3.806097,6973.150392
11.11016,1.892114,12.77292981,3.806119,6978.9294
11.12016,1.890906,12.77292981,3.806139,6984.70536
11.13016,1.8897,12.77292981,3.806156,6990.472176
11.14016,1.888495,12.77292981,3.806167,6996.238992
11.15016,1.887291,12.77292981,3.806174,7001.999712
11.16016,1.886089,12.77292981,3.80618,7007.757384
11.17016,1.884889,12.77292981,3.806179,7013.512008
11.18016,1.883689,12.77292981,3.806176,7019.260536
11.19016,1.882492,12.77292981,3.806165,7025.006016
11.20016,1.881295,12.77292981,3.806153,7030.7454
11.21016,1.8801,12.77292981,3.806141,7036.481736
11.22016,1.878906,12.77292981,3.806121,7042.215024
11.23016,1.877714,12.77292981,3.806098,7047.942216
11.24016,1.876524,12.77292981,3.80607,7053.66636
11.25016,1.875334,12.77292981,3.80604,7059.387456
11.26016,1.874146,12.77292981,3.806003,7065.102456
11.27016,1.87296,12.77292981,3.805964,7070.814408
11.28016,1.871774,12.77292981,3.805921,7076.523312
11.29016,1.870591,12.77292981,3.805873,7082.22612
11.30016,1.869408,12.77292981,3.805824,7087.92588
11.31016,1.868227,12.77292981,3.805769,7093.622592
11.32016,1.867048,12.77292981,3.805711,7099.313208
11.33016,1.865869,12.77292981,3.805647,7105.003824
11.34016,1.864693,12.77292981,3.805579,7110.685296
11.35016,1.863517,12.77292981,3.805511,7116.366768
11.36016,1.862343,12.77292981,3.805436,7122.042144
11.37016,1.86117,12.77292981,3.805357,7127.711424
11.38017,1.859999,12.77292981,3.805277,7133.380704
11.39017,1.858829,12.77292981,3.805189,7139.043888
11.40017,1.85766,12.77292981,3.805101,7144.704024
11.41017,1.856493,12.77292981,3.805004,7150.358064
11.42017,1.855327,12.77292981,3.804907,7156.009056
11.43017,1.854162,12.77292981,3.804806,7161.657
11.44017,1.852999,12.77292981,3.804697,7167.301896
11.45017,1.851837,12.77292981,3.804587,7172.940696
11.46017,1.850677,12.77292981,3.804475,7178.576448
11.47017,1.849517,12.77292981,3.804357,7184.206104
11.48017,1.84836,12.77292981,3.804236,7189.83576
11.49017,1.847203,12.77292981,3.80411,7195.45932
11.50017,1.846048,12.77292981,3.80398,7201.076784
11.51017,1.844894,12.77292981,3.803846,7206.694248
11.52017,1.843742,12.77292981,3.803709,7212.305616
11.53017,1.84259,12.77292981,3.803564,7217.913936
11.54017,1.841441,12.77292981,3.803421,7223.51616
11.55017,1.840292,12.77292981,3.803272,7229.115336
11.56017,1.839145,12.77292981,3.803115,7234.711464
11.57017,1.837999,12.77292981,3.80296,7240.304544
11.58017,1.836854,12.77292981,3.802796,7245.891528
11.59017,1.835711,12.77292981,3.802632,7251.475464
11.60017,1.834569,12.77292981,3.802461,7257.056352
11.61017,1.833428,12.77292981,3.802288,7262.634192
11.62017,1.832289,12.77292981,3.802109,7268.205936
11.63017,1.831151,12.77292981,3.801927,7273.774632
11.64017,1.830014,12.77292981,3.801744,7279.34028
11.65017,1.828879,12.77292981,3.801553,7284.899832
11.66017,1.827744,12.77292981,3.801358,7290.456336
11.67017,1.826612,12.77292981,3.801163,7296.009792
11.68017,1.82548,12.77292981,3.80096,7301.557152
11.69017,1.82435,12.77292981,3.800756,7307.104512
11.70017,1.823221,12.77292981,3.800545,7312.645776
11.71017,1.822093,12.77292981,3.800329,7318.183992
11.72017,1.820966,12.77292981,3.800112,7323.716112
11.73017,1.819841,12.77292981,3.799894,7329.245184
11.74017,1.818717,12.77292981,3.799668,7334.771208
11.75017,1.817595,12.77292981,3.799436,7340.294184
11.76017,1.816473,12.77292981,3.799202,7345.811064
11.77017,1.815353,12.77292981,3.798967,7351.324896
11.78017,1.814234,12.77292981,3.798723,7356.83568
11.79017,1.813117,12.77292981,3.798476,7362.343416
11.80017,1.812,12.77292981,3.798224,7367.845056
11.81017,1.810885,12.77292981,3.797973,7373.346696
11.82018,1.809771,12.77292981,3.797712,7378.839192
11.83018,1.808659,12.77292981,3.797451,7384.331688
11.84018,1.807547,12.77292981,3.797184,7389.821136
11.85018,1.806437,12.77292981,3.796913,7395.304488
11.86018,1.805329,12.77292981,3.796641,7400.784792
11.87018,1.804221,12.77292981,3.796363,7406.259
11.88018,1.803115,12.77292981,3.796079,7411.733208
11.89018,1.80201,12.77292981,3.795795,7417.20132
11.90018,1.800906,12.77292981,3.795501,7422.666384
11.91018,1.799803,12.77292981,3.795209,7428.1284
11.92018,1.798702,12.77292981,3.794911,7433.58432
11.93018,1.797601,12.77292981,3.794607,7439.037192
11.94018,1.796502,12.77292981,3.794301,7444.490064
11.95018,1.795405,12.77292981,3.793988,7449.933792
11.96018,1.794308,12.77292981,3.793675,7455.37752
11.97018,1.793213,12.77292981,3.793356,7460.815152
11.98018,1.792119,12.77292981,3.793031,7466.249736
11.99018,1.791026,12.77292981,3.792703,7471.681272
12.00018,1.789934,12.77292981,3.792372,7477.10976
12.01018,1.788844,12.77292981,3.792038,7482.532152
12.02018,1.787754,12.77292981,3.791697,7487.954544
12.03018,1.786667,12.77292981,3.791354,7493.367792
12.04018,1.785579,12.77292981,3.791005,7498.78104
12.05018,1.784494,12.77292981,3.790653,7504.19124
12.06018,1.783409,12.77292981,3.790297,7509.595344
12.07018,1.782326,12.77292981,3.789938,7514.9964
12.08018,1.781244,12.77292981,3.789576,7520.394408
12.09018,1.780163,12.77292981,3.789207,7525.789368
12.10018,1.779083,12.77292981,3.788835,7531.18128
12.11018,1.778005,12.77292981,3.788459,7536.567096
12.12018,1.776928,12.77292981,3.788076,7541.949864
12.13018,1.775851,12.77292981,3.787693,7547.329584
12.14018,1.774777,12.77292981,3.787304,7552.703208
12.15018,1.773703,12.77292981,3.78691,7558.076832
12.16018,1.77263,12.77292981,3.786514,7563.44436
12.17018,1.771559,12.77292981,3.786116,7568.80884
12.18018,1.770488,12.77292981,3.785709,7574.170272
12.19018,1.769419,12.77292981,3.785299,7579.528656
12.20018,1.768351,12.77292981,3.784883,7584.880944
12.21018,1.767284,12.77292981,3.784466,7590.233232
12.22018,1.766219,12.77292981,3.784045,7595.579424
12.23018,1.765154,12.77292981,3.783617,7600.922568
12.24018,1.764091,12.77292981,3.78319,7606.259616
12.25019,1.763029,12.77292981,3.782756,7611.596664
12.26019,1.761968,12.77292981,3.782318,7616.927616
12.27019,1.760908,12.77292981,3.781873,7622.258568
12.28019,1.759849,12.77292981,3.781428,7627.583424
12.29019,1.758791,12.77292981,3.780976,7632.902184
12.30019,1.757735,12.77292981,3.780523,7638.220944
12.31019,1.75668,12.77292981,3.780065,7643.533608
12.32019,1.755625,12.77292981,3.779603,7648.843224
12.33019,1.754572,12.77292981,3.779132,7654.149792
12.34019,1.75352,12.77292981,3.778662,7659.453312
12.35019,1.75247,12.77292981,3.778187,7664.753784
12.36019,1.75142,12.77292981,3.777707,7670.04816
12.37019,1.750371,12.77292981,3.777221,7675.342536
12.38019,1.749324,12.77292981,3.776736,7680.630816
12.39019,1.748278,12.77292981,3.776245,7685.916048
12.40019,1.747233,12.77292981,3.775748,7691.198232
12.41019,1.746189,12.77292981,3.775247,7696.47432
12.42019,1.745146,12.77292981,3.774742,7701.750408
12.43019,1.744104,12.77292981,3.774234,7707.0204
12.44019,1.743063,12.77292981,3.773718,7712.287344
12.45019,1.742024,12.77292981,3.773201,7717.55124
12.46019,1.740985,12.77292981,3.772681,7722.812088
12.47019,1.739948,12.77292981,3.772156,7728.069888
12.48019,1.738911,12.77292981,3.771628,7733.321592
12.49019,1.737876,12.77292981,3.771094,7738.573296
12.50019,1.736842,12.77292981,3.770556,7743.818904
12.51019,1.735809,12.77292981,3.770014,7749.061464
12.52019,1.734777,12.77292981,3.769468,7754.300976
12.53019,1.733747,12.77292981,3.768917,7759.53744
12.54019,1.732717,12.77292981,3.768362,7764.770856
12.55019,1.731688,12.77292981,3.767803,7769.998176
12.56019,1.730661,12.77292981,3.767241,7775.222448
12.57019,1.729634,12.77292981,3.766673,7780.44672
12.58019,1.728609,12.77292981,3.766101,7785.664896
12.59019,1.727584,12.77292981,3.765527,7790.880024
12.60019,1.726561,12.77292981,3.764946,7796.089056
12.61019,1.725539,12.77292981,3.764364,7801.298088
12.62019,1.724518,12.77292981,3.763774,7806.501024
12.63019,1.723498,12.77292981,3.763182,7811.70396
12.64019,1.722479,12.77292981,3.762586,7816.9008
12.65019,1.721461,12.77292981,3.761985,7822.094592
12.66019,1.720444,12.77292981,3.761378,7827.285336
12.67019,1.719429,12.77292981,3.760773,7832.473032
12.68019,1.718414,12.77292981,3.760159,7837.65768
12.6902,1.7174,12.77292981,3.75954,7842.836232
12.7002,1.716388,12.77292981,3.758917,7848.014784
12.7102,1.715376,12.77292981,3.758296,7853.18724
12.7202,1.714366,12.77292981,3.757665,7858.356648
12.7302,1.713356,12.77292981,3.757029,7863.523008
12.7402,1.712348,12.77292981,3.756391,7868.68632
12.7502,1.711341,12.77292981,3.755749,7873.846584
12.7602,1.710335,12.77292981,3.755103,7879.0038
12.7702,1.709329,12.77292981,3.754453,7884.15492
12.7802,1.708325,12.77292981,3.7538,7889.30604
12.7902,1.707322,12.77292981,3.753139,7894.451064
12.8002,1.70632,12.77292981,3.752475,7899.59304
12.8102,1.705319,12.77292981,3.751807,7904.731968
12.8202,1.704319,12.77292981,3.751134,7909.867848
12.8302,1.70332,12.77292981,3.750459,7915.00068
12.8402,1.702322,12.77292981,3.749779,7920.130464
12.8502,1.701325,12.77292981,3.749097,7925.2572
12.8602,1.700329,12.77292981,3.748408,7930.37784
12.8702,1.699334,12.77292981,3.747713,7935.49848
12.8802,1.69834,12.77292981,3.747019,7940.613024
12.8902,1.697347,12.77292981,3.746315,7945.72452
12.9002,1.696355,12.77292981,3.745611,7950.832968
12.9102,1.695364,12.77292981,3.744902,7955.938368
12.9202,1.694375,12.77292981,3.744191,7961.04072
12.9302,1.693386,12.77292981,3.743471,7966.140024
12.9402,1.692398,12.77292981,3.742749,7971.23628
12.9502,1.691411,12.77292981,3.742023,7976.32644
12.9602,1.690425,12.77292981,3.741292,7981.4166
12.9702,1.689441,12.77292981,3.740558,7986.500664
12.9802,1.688457,12.77292981,3.73982,7991.584728
12.9902,1.687474,12.77292981,3.739076,7996.662696
13.0002,1.686492,12.77292981,3.73833,8001.737616
13.0102,1.685511,12.77292981,3.737578,8006.809488
13.0202,1.684532,12.77292981,3.736824,8011.878312
13.0302,1.683553,12.77292981,3.736064,8016.944088
13.0402,1.682575,12.77292981,3.735299,8022.006816
13.0502,1.681598,12.77292981,3.734533,8027.063448
13.0602,1.680622,12.77292981,3.733761,8032.12008
13.0702,1.679648,12.77292981,3.732985,8037.173664
13.0802,1.678674,12.77292981,3.732206,8042.221152
13.0902,1.677701,12.77292981,3.73142,8047.265592
13.1002,1.676729,12.77292981,3.730633,8052.310032
13.1102,1.675758,12.77292981,3.72984,8057.348376
13.1202,1.674788,12.77292981,3.729043,8062.383672
13.13021,1.673819,12.77292981,3.728242,8067.41592
13.14021,1.672851,12.77292981,3.727437,8072.44512
13.15021,1.671884,12.77292981,3.726628,8077.471272
13.16021,1.670918,12.77292981,3.725812,8082.494376
13.17021,1.669953,12.77292981,3.724996,8087.511384
13.18021,1.668989,12.77292981,3.724174,8092.528392
13.19021,1.668025,12.77292981,3.72335,8097.539304
13.20021,1.667063,12.77292981,3.72252,8102.550216
13.21021,1.666102,12.77292981,3.721685,8107.55808
13.22021,1.665142,12.77292981,3.720845,8112.559848
13.23021,1.664182,12.77292981,3.720003,8117.558568
13.24021,1.663224,12.77292981,3.719158,8122.557288
13.25021,1.662266,12.77292981,3.718305,8127.549912
13.26021,1.66131,12.77292981,3.717453,8132.539488
13.27021,1.660354,12.77292981,3.716594,8137.526016
13.28021,1.6594,12.77292981,3.715731,8142.509496
13.29021,1.658446,12.77292981,3.714864,8147.489928
13.30021,1.657493,12.77292981,3.713993,8152.467312
13.31021,1.656542,12.77292981,3.71312,8157.441648
13.32021,1.655591,12.77292981,3.71224,8162.412936
13.33021,1.654641,12.77292981,3.711356,8167.381176
13.34021,1.653692,12.77292981,3.710469,8172.34332
13.35021,1.652744,12.77292981,3.709578,8177.305464
13.36021,1.651797,12.77292981,3.708682,8182.26456
13.37021,1.650851,12.77292981,3.707784,8187.21756
13.38021,1.649905,12.77292981,3.706879,8192.17056
13.39021,1.648961,12.77292981,3.705973,8197.117464
13.40021,1.648018,12.77292981,3.705062,8202.064368
13.41021,1.647075,12.77292981,3.704146,8207.005176
13.42021,1.646134,12.77292981,3.703226,8211.942936
13.43021,1.645193,12.77292981,3.702303,8216.880696
13.44021,1.644253,12.77292981,3.701371,8221.81236
13.45021,1.643315,12.77292981,3.700443,8226.740976
13.46021,1.642377,12.77292981,3.69951,8231.666544
13.47021,1.64144,12.77292981,3.698569,8236.589064
13.48021,1.640504,12.77292981,3.697621,8241.508536
13.49021,1.639569,12.77292981,3.696676,8246.42496
13.50021,1.638634,12.77292981,3.695723,8251.338336
13.51021,1.637701,12.77292981,3.694768,8256.248664
13.52021,1.636769,12.77292981,3.693808,8261.155944
13.53021,1.635837,12.77292981,3.692846,8266.060176
13.54021,1.634907,12.77292981,3.69188,8270.96136
13.55021,1.633977,12.77292981,3.690907,8275.859496
13.56021,1.633048,12.77292981,3.689932,8280.754584
13.57022,1.63212,12.77292981,3.68895,8285.646624
13.58022,1.631193,12.77292981,3.687969,8290.532568
13.59022,1.630267,12.77292981,3.68698,8295.418512
13.60022,1.629342,12.77292981,3.685988,8300.301408
13.61022,1.628417,12.77292981,3.684994,8305.181256
13.62022,1.627494,12.77292981,3.683996,8310.055008
13.63022,1.626571,12.77292981,3.682995,8314.92876
13.64022,1.62565,12.77292981,3.681987,8319.799464
13.65022,1.624729,12.77292981,3.680976,8324.664072
13.66022,1.623809,12.77292981,3.67996,8329.52868
13.67022,1.62289,12.77292981,3.678943,8334.387192
13.68022,1.621972,12.77292981,3.67792,8339.245704
13.69022,1.621055,12.77292981,3.676896,8344.101168
13.70022,1.620138,12.77292981,3.675866,8348.950536
13.71022,1.619223,12.77292981,3.674835,8353.799904
13.72022,1.618308,12.77292981,3.673796,8358.643176
13.73022,1.617394,12.77292981,3.672755,8363.486448
13.74022,1.616481,12.77292981,3.671707,8368.323624
13.75022,1.615569,12.77292981,3.670659,8373.1608
13.76022,1.614658,12.77292981,3.669608,8377.99188
13.77022,1.613748,12.77292981,3.668553,8382.82296
13.78022,1.612838,12.77292981,3.667495,8387.647944
13.79022,1.61193,12.77292981,3.666427,8392.472928
13.80022,1.611022,12.77292981,3.665363,8397.291816
13.81022,1.610115,12.77292981,3.664293,8402.110704
13.82022,1.609209,12.77292981,3.663216,8406.923496
13.83022,1.608304,12.77292981,3.662139,8411.736288
13.84022,1.607399,12.77292981,3.661056,8416.542984
13.85022,1.606496,12.77292981,3.659971,8421.34968
13.86022,1.605593,12.77292981,3.658879,8426.15028
13.87022,1.604692,12.77292981,3.657787,8430.95088
13.88022,1.603791,12.77292981,3.656692,8435.745384
13.89022,1.60289,12.77292981,3.655589,8440.53684
13.90022,1.601991,12.77292981,3.654487,8445.328296
13.91022,1.601093,12.77292981,3.653379,8450.113656
13.92022,1.600195,12.77292981,3.652267,8454.899016
13.93022,1.599298,12.77292981,3.651155,8459.681328
13.94022,1.598403,12.77292981,3.650036,8464.457544
13.95022,1.597507,12.77292981,3.648915,8469.23376
13.96022,1.596613,12.77292981,3.647789,8474.00388
13.97022,1.59572,12.77292981,3.646662,8478.774
13.98022,1.594827,12.77292981,3.645531,8483.541072
13.99022,1.593936,12.77292981,3.644392,8488.302048
14.00023,1.593045,12.77292981,3.643255,8493.063024
14.01023,1.592155,12.77292981,3.642113,8497.820952
14.02023,1.591266,12.77292981,3.64097,8502.572784
14.03023,1.590377,12.77292981,3.639819,8507.324616
14.04023,1.58949,12.77292981,3.638668,8512.0734
14.05023,1.588603,12.77292981,3.63751,8516.816088
14.06023,1.587717,12.77292981,3.636354,8521.558776
