Time (sec),Mach Number,Weight (kg),Stability Margin (cal),Altitude (m)
41.1591,0.2686428,12.77292981,4.091447,15031.47413
41.1691,0.2683045,12.77292981,4.091447,15032.26356
41.1791,0.2679662,12.77292981,4.091447,15033.05299
41.18909,0.267628,12.77292981,4.091447,15033.84242
41.19909,0.2672898,12.77292981,4.091447,15034.62881
41.20909,0.2669516,12.77292981,4.091447,15035.41824
41.21909,0.2666134,12.77292981,4.091447,15036.20462
41.22909,0.2662753,12.77292981,4.091447,15036.98796
41.23909,0.2659371,12.77292981,4.091447,15037.7713
41.24908,0.265599,12.77292981,4.091447,15038.55463
41.25908,0.2652609,12.77292981,4.091447,15039.33492
41.26908,0.2649228,12.77292981,4.091447,15040.11521
41.27908,0.2645847,12.77292981,4.091447,15040.8955
41.28908,0.2642467,12.77292981,4.091447,15041.67578
41.29908,0.2639087,12.77292981,4.091447,15042.45302
41.30907,0.2635707,12.77292981,4.091447,15043.23026
41.31907,0.2632327,12.77292981,4.091447,15044.00446
41.32907,0.2628947,12.77292981,4.091447,15044.7817
41.33907,0.2625568,12.77292981,4.091447,15045.55284
41.34907,0.2622188,12.77292981,4.091447,15046.32703
41.35907,0.2618809,12.77292981,4.091447,15047.09818
41.36906,0.261543,12.77292981,4.091447,15047.86932
41.37906,0.2612052,12.77292981,4.091447,15048.63742
41.38906,0.2608673,12.77292981,4.091447,15049.40856
41.39906,0.2605295,12.77292981,4.091447,15050.17361
41.40906,0.2601917,12.77292981,4.091447,15050.9417
41.41906,0.2598539,12.77292981,4.091447,15051.70675
41.42905,0.2595161,12.77292981,4.091447,15052.4718
41.43905,0.2591784,12.77292981,4.091447,15053.2338
41.44905,0.2588407,12.77292981,4.091447,15053.99885
41.45905,0.2585029,12.77292981,4.091447,15054.76085
41.46905,0.2581652,12.77292981,4.091447,15055.5198
41.47905,0.2578276,12.77292981,4.091447,15056.2818
41.48904,0.2574899,12.77292981,4.091447,15057.0377
41.49904,0.2571523,12.77292981,4.091447,15057.79666
41.50904,0.2568146,12.77292981,4.091447,15058.55256
41.51904,0.256477,12.77292981,4.091447,15059.30846
41.52904,0.2561395,12.77292981,4.091447,15060.06437
41.53904,0.2558019,12.77292981,4.091447,15060.81722
41.54903,0.2554643,12.77292981,4.091447,15061.57008
41.55903,0.2551268,12.77292981,4.091447,15062.32294
41.56903,0.2547893,12.77292981,4.091447,15063.07274
41.57903,0.2544518,12.77292981,4.091447,15063.82255
41.58903,0.2541144,12.77292981,4.091447,15064.57236
41.59903,0.2537769,12.77292981,4.091447,15065.31912
41.60902,0.2534395,12.77292981,4.091447,15066.06588
41.61902,0.253102,12.77292981,4.091447,15066.81264
41.62902,0.2527646,12.77292981,4.091447,15067.55635
41.63902,0.2524273,12.77292981,4.091447,15068.30006
41.64902,0.2520899,12.77292981,4.091447,15069.04378
41.65902,0.2517526,12.77292981,4.091447,15069.78444
41.66901,0.2514153,12.77292981,4.091447,15070.5251
41.67901,0.251078,12.77292981,4.091447,15071.26577
41.68901,0.2507406,12.77292981,4.091447,15072.00643
41.69901,0.2504034,12.77292981,4.091447,15072.74405
41.70901,0.2500661,12.77292981,4.091447,15073.48166
41.71901,0.2497289,12.77292981,4.091447,15074.21623
41.729,0.2493917,12.77292981,4.091447,15074.9508
41.739,0.2490545,12.77292981,4.091447,15075.68537
41.749,0.2487173,12.77292981,4.091447,15076.41689
41.759,0.2483802,12.77292981,4.091447,15077.14841
41.769,0.248043,12.77292981,4.091447,15077.87993
41.779,0.2477059,12.77292981,4.091447,15078.61145
41.78899,0.2473688,12.77292981,4.091447,15079.33992
41.79899,0.2470317,12.77292981,4.091447,15080.06839
41.80899,0.2466947,12.77292981,4.091447,15080.79382
41.81899,0.2463576,12.77292981,4.091447,15081.51924
41.82899,0.2460206,12.77292981,4.091447,15082.24466
41.83899,0.2456836,12.77292981,4.091447,15082.97009
41.84898,0.2453466,12.77292981,4.091447,15083.69246
41.85898,0.2450096,12.77292981,4.091447,15084.41484
41.86898,0.2446726,12.77292981,4.091447,15085.13417
41.87898,0.2443357,12.77292981,4.091447,15085.85654
41.88898,0.2439988,12.77292981,4.091447,15086.57587
41.89898,0.2436618,12.77292981,4.091447,15087.29215
41.90897,0.243325,12.77292981,4.091447,15088.00843
41.91897,0.2429881,12.77292981,4.091447,15088.72471
41.92897,0.2426512,12.77292981,4.091447,15089.44099
41.93897,0.2423144,12.77292981,4.091447,15090.15422
41.94897,0.2419776,12.77292981,4.091447,15090.86746
41.95897,0.2416408,12.77292981,4.091447,15091.58069
41.96896,0.241304,12.77292981,4.091447,15092.29087
41.97896,0.2409672,12.77292981,4.091447,15093.00106
41.98896,0.2406305,12.77292981,4.091447,15093.71124
41.99896,0.2402937,12.77292981,4.091447,15094.41838
42.00896,0.239957,12.77292981,4.091447,15095.12551
42.01896,0.2396203,12.77292981,4.091447,15095.83265
42.02895,0.2392836,12.77292981,4.091447,15096.53674
42.03895,0.238947,12.77292981,4.091447,15097.24082
42.04895,0.2386103,12.77292981,4.091447,15097.94186
42.05895,0.2382737,12.77292981,4.091447,15098.64595
42.06895,0.2379371,12.77292981,4.091447,15099.34699
42.07895,0.2376005,12.77292981,4.091447,15100.04803
42.08894,0.2372639,12.77292981,4.091447,15100.74602
42.09894,0.2369274,12.77292981,4.091447,15101.44402
42.10894,0.2365908,12.77292981,4.091447,15102.13896
42.11894,0.2362543,12.77292981,4.091447,15102.83695
42.12894,0.2359178,12.77292981,4.091447,15103.5319
42.13894,0.2355813,12.77292981,4.091447,15104.22684
42.14893,0.2352448,12.77292981,4.091447,15104.91874
42.15893,0.2349084,12.77292981,4.091447,15105.61063
42.16893,0.2345719,12.77292981,4.091447,15106.30253
42.17893,0.2342355,12.77292981,4.091447,15106.99138
42.18893,0.2338991,12.77292981,4.091447,15107.68022
42.19893,0.2335627,12.77292981,4.091447,15108.36907
42.20892,0.2332263,12.77292981,4.091447,15109.05487
42.21892,0.23289,12.77292981,4.091447,15109.74067
42.22892,0.2325536,12.77292981,4.091447,15110.42647
42.23892,0.2322173,12.77292981,4.091447,15111.11227
42.24892,0.231881,12.77292981,4.091447,15111.79502
42.25891,0.2315447,12.77292981,4.091447,15112.47778
42.26891,0.2312084,12.77292981,4.091447,15113.15748
42.27891,0.2308722,12.77292981,4.091447,15113.83718
42.28891,0.2305359,12.77292981,4.091447,15114.51689
42.29891,0.2301997,12.77292981,4.091447,15115.19659
42.30891,0.2298635,12.77292981,4.091447,15115.87325
42.3189,0.2295273,12.77292981,4.091447,15116.5499
42.3289,0.2291911,12.77292981,4.091447,15117.22351
42.3389,0.228855,12.77292981,4.091447,15117.89712
42.3489,0.2285188,12.77292981,4.091447,15118.57073
42.3589,0.2281827,12.77292981,4.091447,15119.24434
42.3689,0.2278466,12.77292981,4.091447,15119.9149
42.37889,0.2275105,12.77292981,4.091447,15120.58546
42.38889,0.2271744,12.77292981,4.091447,15121.25297
42.39889,0.2268384,12.77292981,4.091447,15121.92353
42.40889,0.2265024,12.77292981,4.091447,15122.58799
42.41889,0.2261663,12.77292981,4.091447,15123.2555
42.42889,0.2258303,12.77292981,4.091447,15123.91997
42.43888,0.2254943,12.77292981,4.091447,15124.58443
42.44888,0.2251583,12.77292981,4.091447,15125.2489
42.45888,0.2248224,12.77292981,4.091447,15125.91031
42.46888,0.2244864,12.77292981,4.091447,15126.57173
42.47888,0.2241505,12.77292981,4.091447,15127.23314
42.48888,0.2238146,12.77292981,4.091447,15127.89151
42.49887,0.2234787,12.77292981,4.091447,15128.54988
42.50887,0.2231428,12.77292981,4.091447,15129.20825
42.51887,0.2228069,12.77292981,4.091447,15129.86357
42.52887,0.2224711,12.77292981,4.091447,15130.51889
42.53887,0.2221353,12.77292981,4.091447,15131.17421
42.54887,0.2217994,12.77292981,4.091447,15131.82648
42.55886,0.2214637,12.77292981,4.091447,15132.47875
42.56886,0.2211279,12.77292981,4.091447,15133.13102
42.57886,0.2207921,12.77292981,4.091447,15133.78025
42.58886,0.2204563,12.77292981,4.091447,15134.42947
42.59886,0.2201206,12.77292981,4.091447,15135.0787
42.60886,0.2197849,12.77292981,4.091447,15135.72792
42.61885,0.2194492,12.77292981,4.091447,15136.3741
42.62885,0.2191135,12.77292981,4.091447,15137.02027
42.63885,0.2187778,12.77292981,4.091447,15137.6634
42.64885,0.2184421,12.77292981,4.091447,15138.30653
42.65885,0.2181065,12.77292981,4.091447,15138.94966
42.66885,0.2177709,12.77292981,4.091447,15139.59278
42.67884,0.2174353,12.77292981,4.091447,15140.23286
42.68884,0.2170997,12.77292981,4.091447,15140.87294
42.69884,0.2167641,12.77292981,4.091447,15141.50998
42.70884,0.2164285,12.77292981,4.091447,15142.14701
42.71884,0.216093,12.77292981,4.091447,15142.78404
42.72884,0.2157574,12.77292981,4.091447,15143.42107
42.73883,0.2154219,12.77292981,4.091447,15144.05506
42.74883,0.2150864,12.77292981,4.091447,15144.68904
42.75883,0.2147509,12.77292981,4.091447,15145.32302
42.76883,0.2144154,12.77292981,4.091447,15145.95396
42.77883,0.21408,12.77292981,4.091447,15146.5849
42.78883,0.2137445,12.77292981,4.091447,15147.21583
42.79882,0.2134091,12.77292981,4.091447,15147.84372
42.80882,0.2130737,12.77292981,4.091447,15148.47161
42.81882,0.2127383,12.77292981,4.091447,15149.09645
42.82882,0.2124029,12.77292981,4.091447,15149.72434
42.83882,0.2120675,12.77292981,4.091447,15150.34918
42.84882,0.2117322,12.77292981,4.091447,15150.97097
42.85881,0.2113969,12.77292981,4.091447,15151.59581
42.86881,0.2110615,12.77292981,4.091447,15152.2176
42.87881,0.2107262,12.77292981,4.091447,15152.83634
42.88881,0.2103909,12.77292981,4.091447,15153.45814
42.89881,0.2100557,12.77292981,4.091447,15154.07688
42.90881,0.2097204,12.77292981,4.091447,15154.69258
42.9188,0.2093852,12.77292981,4.091447,15155.31132
42.9288,0.2090499,12.77292981,4.091447,15155.92702
42.9388,0.2087147,12.77292981,4.091447,15156.53966
42.9488,0.2083795,12.77292981,4.091447,15157.15536
42.9588,0.2080443,12.77292981,4.091447,15157.76801
42.9688,0.2077091,12.77292981,4.091447,15158.38066
42.97879,0.207374,12.77292981,4.091447,15158.99026
42.98879,0.2070388,12.77292981,4.091447,15159.59986
42.99879,0.2067037,12.77292981,4.091447,15160.20946
43.00879,0.2063686,12.77292981,4.091447,15160.81601
43.01879,0.2060335,12.77292981,4.091447,15161.42561
43.02879,0.2056984,12.77292981,4.091447,15162.03216
43.03878,0.2053633,12.77292981,4.091447,15162.63566
43.04878,0.2050283,12.77292981,4.091447,15163.23917
43.05878,0.2046932,12.77292981,4.091447,15163.84267
43.06878,0.2043582,12.77292981,4.091447,15164.44313
43.07878,0.2040232,12.77292981,4.091447,15165.04663
43.08878,0.2036882,12.77292981,4.091447,15165.64404
43.09877,0.2033532,12.77292981,4.091447,15166.2445
43.10877,0.2030183,12.77292981,4.091447,15166.8419
43.11877,0.2026833,12.77292981,4.091447,15167.43931
43.12877,0.2023484,12.77292981,4.091447,15168.03367
43.13877,0.2020134,12.77292981,4.091447,15168.63108
43.14877,0.2016785,12.77292981,4.091447,15169.22544
43.15876,0.2013436,12.77292981,4.091447,15169.81675
43.16876,0.2010088,12.77292981,4.091447,15170.40806
43.17876,0.2006739,12.77292981,4.091447,15170.99938
43.18876,0.200339,12.77292981,4.091447,15171.59069
43.19876,0.2000042,12.77292981,4.091447,15172.17895
43.20876,0.1996694,12.77292981,4.091447,15172.76722
43.21875,0.1993346,12.77292981,4.091447,15173.35548
43.22875,0.1989998,12.77292981,4.091447,15173.9407
43.23875,0.198665,12.77292981,4.091447,15174.52591
43.24875,0.1983302,12.77292981,4.091447,15175.11113
43.25875,0.1979955,12.77292981,4.091447,15175.6933
43.26875,0.1976607,12.77292981,4.091447,15176.27546
43.27874,0.197326,12.77292981,4.091447,15176.85763
43.28874,0.1969913,12.77292981,4.091447,15177.43675
43.29874,0.1966566,12.77292981,4.091447,15178.01587
43.30874,0.1963219,12.77292981,4.091447,15178.59499
43.31874,0.1959872,12.77292981,4.091447,15179.17411
43.32874,0.1956525,12.77292981,4.091447,15179.75018
43.33873,0.1953179,12.77292981,4.091447,15180.32321
43.34873,0.1949833,12.77292981,4.091447,15180.89928
43.35873,0.1946486,12.77292981,4.091447,15181.4723
43.36873,0.194314,12.77292981,4.091447,15182.04533
43.37873,0.1939794,12.77292981,4.091447,15182.6153
43.38873,0.1936448,12.77292981,4.091447,15183.18833
43.39872,0.1933103,12.77292981,4.091447,15183.75526
43.40872,0.1929757,12.77292981,4.091447,15184.32523
43.41872,0.1926412,12.77292981,4.091447,15184.89216
43.42872,0.1923066,12.77292981,4.091447,15185.45909
43.43872,0.1919721,12.77292981,4.091447,15186.02297
43.44872,0.1916376,12.77292981,4.091447,15186.5899
43.45871,0.1913031,12.77292981,4.091447,15187.15073
43.46871,0.1909686,12.77292981,4.091447,15187.71461
43.47871,0.1906342,12.77292981,4.091447,15188.27544
43.48871,0.1902997,12.77292981,4.091447,15188.83627
43.49871,0.1899652,12.77292981,4.091447,15189.3971
43.50871,0.1896308,12.77292981,4.091447,15189.95489
43.5187,0.1892964,12.77292981,4.091447,15190.51267
43.5287,0.188962,12.77292981,4.091447,15191.06741
43.5387,0.1886276,12.77292981,4.091447,15191.62519
43.5487,0.1882932,12.77292981,4.091447,15192.17993
43.5587,0.1879589,12.77292981,4.091447,15192.73162
43.5687,0.1876245,12.77292981,4.091447,15193.2833
43.57869,0.1872902,12.77292981,4.091447,15193.83499
43.58869,0.1869558,12.77292981,4.091447,15194.38668
43.59869,0.1866215,12.77292981,4.091447,15194.93532
43.60869,0.1862872,12.77292981,4.091447,15195.48396
43.61869,0.1859529,12.77292981,4.091447,15196.0326
43.62868,0.1856186,12.77292981,4.091447,15196.57819
43.63868,0.1852844,12.77292981,4.091447,15197.12378
43.64868,0.1849501,12.77292981,4.091447,15197.66938
43.65868,0.1846159,12.77292981,4.091447,15198.21497
43.66868,0.1842816,12.77292981,4.091447,15198.75751
43.67868,0.1839474,12.77292981,4.091447,15199.29701
43.68867,0.1836132,12.77292981,4.091447,15199.83955
43.69867,0.183279,12.77292981,4.091447,15200.37905
43.70867,0.1829448,12.77292981,4.091447,15200.91854
43.71867,0.1826107,12.77292981,4.091447,15201.45499
43.72867,0.1822765,12.77292981,4.091447,15201.99144
43.73867,0.1819424,12.77292981,4.091447,15202.52789
43.74866,0.1816082,12.77292981,4.091447,15203.06434
43.75866,0.1812741,12.77292981,4.091447,15203.59774
43.76866,0.18094,12.77292981,4.091447,15204.13114
43.77866,0.1806059,12.77292981,4.091447,15204.66149
43.78866,0.1802718,12.77292981,4.091447,15205.19184
43.79866,0.1799378,12.77292981,4.091447,15205.72219
43.80865,0.1796037,12.77292981,4.091447,15206.25254
43.81865,0.1792697,12.77292981,4.091447,15206.77985
43.82865,0.1789356,12.77292981,4.091447,15207.30715
43.83865,0.1786016,12.77292981,4.091447,15207.83141
43.84865,0.1782676,12.77292981,4.091447,15208.35871
43.85865,0.1779336,12.77292981,4.091447,15208.88297
43.86864,0.1775996,12.77292981,4.091447,15209.40418
43.87864,0.1772656,12.77292981,4.091447,15209.92538
43.88864,0.1769317,12.77292981,4.091447,15210.44659
43.89864,0.1765977,12.77292981,4.091447,15210.9678
43.90864,0.1762638,12.77292981,4.091447,15211.48596
43.91864,0.1759298,12.77292981,4.091447,15212.00412
43.92863,0.1755959,12.77292981,4.091447,15212.52228
43.93863,0.175262,12.77292981,4.091447,15213.03739
43.94863,0.1749281,12.77292981,4.091447,15213.5525
43.95863,0.1745943,12.77292981,4.091447,15214.06762
43.96863,0.1742604,12.77292981,4.091447,15214.58273
43.97863,0.1739265,12.77292981,4.091447,15215.09479
43.98862,0.1735927,12.77292981,4.091447,15215.60381
43.99862,0.1732588,12.77292981,4.091447,15216.11587
44.00862,0.172925,12.77292981,4.091447,15216.62489
44.01862,0.1725912,12.77292981,4.091447,15217.1339
44.02862,0.1722574,12.77292981,4.091447,15217.63987
44.03862,0.1719236,12.77292981,4.091447,15218.14584
44.04861,0.1715899,12.77292981,4.091447,15218.65181
44.05861,0.1712561,12.77292981,4.091447,15219.15473
44.06861,0.1709223,12.77292981,4.091447,15219.6607
44.07861,0.1705886,12.77292981,4.091447,15220.16057
44.08861,0.1702549,12.77292981,4.091447,15220.66349
44.09861,0.1699211,12.77292981,4.091447,15221.16336
44.1086,0.1695874,12.77292981,4.091447,15221.66323
44.1186,0.1692537,12.77292981,4.091447,15222.16006
44.1286,0.1689201,12.77292981,4.091447,15222.65993
44.1386,0.1685864,12.77292981,4.091447,15223.1537
44.1486,0.1682527,12.77292981,4.091447,15223.65053
44.1586,0.1679191,12.77292981,4.091447,15224.1443
44.16859,0.1675854,12.77292981,4.091447,15224.63808
44.17859,0.1672518,12.77292981,4.091447,15225.12881
44.18859,0.1669182,12.77292981,4.091447,15225.62258
44.19859,0.1665846,12.77292981,4.091447,15226.11331
44.20859,0.166251,12.77292981,4.091447,15226.60099
44.21859,0.1659174,12.77292981,4.091447,15227.08867
44.22858,0.1655838,12.77292981,4.091447,15227.5794
44.23858,0.1652503,12.77292981,4.091447,15228.06403
44.24858,0.1649167,12.77292981,4.091447,15228.55171
44.25858,0.1645832,12.77292981,4.091447,15229.03634
44.26858,0.1642496,12.77292981,4.091447,15229.51793
44.27858,0.1639161,12.77292981,4.091447,15230.00256
44.28857,0.1635826,12.77292981,4.091447,15230.48414
44.29857,0.1632491,12.77292981,4.091447,15230.96573
44.30857,0.1629156,12.77292981,4.091447,15231.44426
44.31857,0.1625822,12.77292981,4.091447,15231.9228
44.32857,0.1622487,12.77292981,4.091447,15232.40134
44.33857,0.1619153,12.77292981,4.091447,15232.87682
44.34856,0.1615818,12.77292981,4.091447,15233.35231
44.35856,0.1612484,12.77292981,4.091447,15233.8278
44.36856,0.160915,12.77292981,4.091447,15234.30024
44.37856,0.1605816,12.77292981,4.091447,15234.77573
44.38856,0.1602481,12.77292981,4.091447,15235.24512
44.39856,0.1599148,12.77292981,4.091447,15235.71756
44.40855,0.1595814,12.77292981,4.091447,15236.18695
44.41855,0.159248,12.77292981,4.091447,15236.65634
44.42855,0.1589147,12.77292981,4.091447,15237.12269
44.43855,0.1585813,12.77292981,4.091447,15237.58903
44.44855,0.158248,12.77292981,4.091447,15238.05538
44.45855,0.1579147,12.77292981,4.091447,15238.52172
44.46854,0.1575814,12.77292981,4.091447,15238.98502
44.47854,0.1572481,12.77292981,4.091447,15239.44831
44.48854,0.1569148,12.77292981,4.091447,15239.91161
44.49854,0.1565815,12.77292981,4.091447,15240.37186
44.50854,0.1562482,12.77292981,4.091447,15240.8321
44.51854,0.155915,12.77292981,4.091447,15241.2893
44.52853,0.1555817,12.77292981,4.091447,15241.74955
44.53853,0.1552485,12.77292981,4.091447,15242.20675
44.54853,0.1549152,12.77292981,4.091447,15242.6609
44.55853,0.154582,12.77292981,4.091447,15243.1181
44.56853,0.1542488,12.77292981,4.091447,15243.56921
44.57853,0.1539156,12.77292981,4.091447,15244.02336
44.58852,0.1535824,12.77292981,4.091447,15244.47751
44.59852,0.1532493,12.77292981,4.091447,15244.92862
44.60852,0.1529161,12.77292981,4.091447,15245.37667
44.61852,0.152583,12.77292981,4.091447,15245.82778
44.62852,0.1522498,12.77292981,4.091447,15246.27583
44.63852,0.1519167,12.77292981,4.091447,15246.72084
44.64851,0.1515835,12.77292981,4.091447,15247.1689
44.65851,0.1512504,12.77292981,4.091447,15247.6139
44.66851,0.1509173,12.77292981,4.091447,15248.05891
44.67851,0.1505842,12.77292981,4.091447,15248.50087
44.68851,0.1502512,12.77292981,4.091447,15248.94283
44.69851,0.1499181,12.77292981,4.091447,15249.38479
44.7085,0.149585,12.77292981,4.091447,15249.82675
44.7185,0.149252,12.77292981,4.091447,15250.26566
44.7285,0.1489189,12.77292981,4.091447,15250.70458
44.7385,0.1485859,12.77292981,4.091447,15251.14044
44.7485,0.1482529,12.77292981,4.091447,15251.5763
44.7585,0.1479198,12.77292981,4.091447,15252.01217
44.76849,0.1475869,12.77292981,4.091447,15252.44803
44.77849,0.1472539,12.77292981,4.091447,15252.88085
44.78849,0.1469209,12.77292981,4.091447,15253.31366
44.79849,0.1465879,12.77292981,4.091447,15253.74343
44.80849,0.1462549,12.77292981,4.091447,15254.17625
44.81849,0.145922,12.77292981,4.091447,15254.60602
44.82848,0.145589,12.77292981,4.091447,15255.03274
44.83848,0.1452561,12.77292981,4.091447,15255.4625
44.84848,0.1449232,12.77292981,4.091447,15255.88618
44.85848,0.1445903,12.77292981,4.091447,15256.3129
44.86848,0.1442574,12.77292981,4.091447,15256.73962
44.87848,0.1439245,12.77292981,4.091447,15257.16329
44.88847,0.1435916,12.77292981,4.091447,15257.58696
44.89847,0.1432587,12.77292981,4.091447,15258.00758
44.90847,0.1429259,12.77292981,4.091447,15258.42821
44.91847,0.142593,12.77292981,4.091447,15258.84883
44.92847,0.1422601,12.77292981,4.091447,15259.26641
44.93847,0.1419273,12.77292981,4.091447,15259.68398
44.94846,0.1415945,12.77292981,4.091447,15260.10156
44.95846,0.1412617,12.77292981,4.091447,15260.51609
44.96846,0.1409289,12.77292981,4.091447,15260.93062
44.97846,0.1405961,12.77292981,4.091447,15261.34514
44.98846,0.1402633,12.77292981,4.091447,15261.75967
44.99846,0.1399305,12.77292981,4.091447,15262.17115
45.00845,0.1395977,12.77292981,4.091447,15262.58263
45.01845,0.139265,12.77292981,4.091447,15262.99106
45.02845,0.1389322,12.77292981,4.091447,15263.3995
45.03845,0.1385995,12.77292981,4.091447,15263.80793
45.04845,0.1382667,12.77292981,4.091447,15264.21636
45.05844,0.137934,12.77292981,4.091447,15264.62174
45.06844,0.1376013,12.77292981,4.091447,15265.02713
45.07844,0.1372686,12.77292981,4.091447,15265.42946
45.08844,0.1369359,12.77292981,4.091447,15265.8318
45.09844,0.1366032,12.77292981,4.091447,15266.23414
45.10844,0.1362706,12.77292981,4.091447,15266.63647
45.11843,0.1359379,12.77292981,4.091447,15267.03576
45.12843,0.1356052,12.77292981,4.091447,15267.43505
45.13843,0.1352726,12.77292981,4.091447,15267.83434
45.14843,0.1349399,12.77292981,4.091447,15268.23058
45.15843,0.1346073,12.77292981,4.091447,15268.62682
45.16843,0.1342747,12.77292981,4.091447,15269.02306
45.17842,0.1339421,12.77292981,4.091447,15269.41625
45.18842,0.1336095,12.77292981,4.091447,15269.80944
45.19842,0.1332769,12.77292981,4.091447,15270.20263
45.20842,0.1329443,12.77292981,4.091447,15270.59278
45.21842,0.1326117,12.77292981,4.091447,15270.98292
45.22842,0.1322792,12.77292981,4.091447,15271.37306
45.23841,0.1319466,12.77292981,4.091447,15271.76016
45.24841,0.131614,12.77292981,4.091447,15272.14726
45.25841,0.1312815,12.77292981,4.091447,15272.53435
45.26841,0.130949,12.77292981,4.091447,15272.92145
45.27841,0.1306165,12.77292981,4.091447,15273.3055
45.28841,0.130284,12.77292981,4.091447,15273.68954
45.2984,0.1299514,12.77292981,4.091447,15274.07054
45.3084,0.1296189,12.77292981,4.091447,15274.45154
45.3184,0.1292865,12.77292981,4.091447,15274.83254
45.3284,0.128954,12.77292981,4.091447,15275.21354
45.3384,0.1286215,12.77292981,4.091447,15275.5915
45.3484,0.1282891,12.77292981,4.091447,15275.96945
45.35839,0.1279566,12.77292981,4.091447,15276.34435
45.36839,0.1276242,12.77292981,4.091447,15276.71926
45.37839,0.1272917,12.77292981,4.091447,15277.09416
45.38839,0.1269593,12.77292981,4.091447,15277.46906
45.39839,0.1266269,12.77292981,4.091447,15277.84092
45.40839,0.1262945,12.77292981,4.091447,15278.21278
45.41838,0.1259621,12.77292981,4.091447,15278.58463
45.42838,0.1256297,12.77292981,4.091447,15278.95344
45.43838,0.1252973,12.77292981,4.091447,15279.32225
45.44838,0.1249649,12.77292981,4.091447,15279.69106
45.45838,0.1246326,12.77292981,4.091447,15280.05682
45.46838,0.1243002,12.77292981,4.091447,15280.42258
45.47837,0.1239679,12.77292981,4.091447,15280.78834
45.48837,0.1236355,12.77292981,4.091447,15281.15105
45.49837,0.1233032,12.77292981,4.091447,15281.51376
45.50837,0.1229709,12.77292981,4.091447,15281.87647
45.51837,0.1226386,12.77292981,4.091447,15282.23614
45.52837,0.1223063,12.77292981,4.091447,15282.5958
45.53836,0.121974,12.77292981,4.091447,15282.95546
45.54836,0.1216417,12.77292981,4.091447,15283.31513
45.55836,0.1213094,12.77292981,4.091447,15283.67174
45.56836,0.1209771,12.77292981,4.091447,15284.02836
45.57836,0.1206448,12.77292981,4.091447,15284.38193
45.58836,0.1203126,12.77292981,4.091447,15284.7355
45.59835,0.1199803,12.77292981,4.091447,15285.08906
45.60835,0.1196481,12.77292981,4.091447,15285.44263
45.61835,0.1193159,12.77292981,4.091447,15285.79315
45.62835,0.1189836,12.77292981,4.091447,15286.14367
45.63835,0.1186514,12.77292981,4.091447,15286.49114
45.64835,0.1183192,12.77292981,4.091447,15286.83862
45.65834,0.117987,12.77292981,4.091447,15287.18609
45.66834,0.1176548,12.77292981,4.091447,15287.53356
45.67834,0.1173226,12.77292981,4.091447,15287.87798
45.68834,0.1169905,12.77292981,4.091447,15288.22241
45.69834,0.1166583,12.77292981,4.091447,15288.56683
45.70834,0.1163261,12.77292981,4.091447,15288.90821
45.71833,0.115994,12.77292981,4.091447,15289.24958
45.72833,0.1156619,12.77292981,4.091447,15289.59096
45.73833,0.1153297,12.77292981,4.091447,15289.92929
45.74833,0.1149976,12.77292981,4.091447,15290.26762
45.75833,0.1146655,12.77292981,4.091447,15290.6029
45.76833,0.1143334,12.77292981,4.091447,15290.94122
45.77832,0.1140013,12.77292981,4.091447,15291.2765
45.78832,0.1136692,12.77292981,4.091447,15291.61178
45.79832,0.1133371,12.77292981,4.091447,15291.94402
45.80832,0.113005,12.77292981,4.091447,15292.27625
45.81832,0.1126729,12.77292981,4.091447,15292.60848
45.82832,0.1123408,12.77292981,4.091447,15292.93766
45.83831,0.1120088,12.77292981,4.091447,15293.2699
45.84831,0.1116767,12.77292981,4.091447,15293.59603
45.85831,0.1113447,12.77292981,4.091447,15293.92522
45.86831,0.1110127,12.77292981,4.091447,15294.25135
45.87831,0.1106806,12.77292981,4.091447,15294.57444
45.88831,0.1103486,12.77292981,4.091447,15294.90058
45.8983,0.1100166,12.77292981,4.091447,15295.22366
45.9083,0.1096846,12.77292981,4.091447,15295.54675
45.9183,0.1093526,12.77292981,4.091447,15295.86984
45.9283,0.1090206,12.77292981,4.091447,15296.18988
45.9383,0.1086886,12.77292981,4.091447,15296.50992
45.9483,0.1083567,12.77292981,4.091447,15296.82996
45.95829,0.1080247,12.77292981,4.091447,15297.14695
45.96829,0.1076927,12.77292981,4.091447,15297.46394
45.97829,0.1073608,12.77292981,4.091447,15297.77789
45.98829,0.1070288,12.77292981,4.091447,15298.09183
45.99829,0.1066969,12.77292981,4.091447,15298.40578
46.00829,0.106365,12.77292981,4.091447,15298.71972
46.01828,0.106033,12.77292981,4.091447,15299.03366
46.02828,0.1057011,12.77292981,4.091447,15299.34456
46.03828,0.1053692,12.77292981,4.091447,15299.65241
46.04828,0.1050373,12.77292981,4.091447,15299.96026
46.05828,0.1047054,12.77292981,4.091447,15300.2681
46.06828,0.1043736,12.77292981,4.091447,15300.57595
46.07827,0.1040417,12.77292981,4.091447,15300.8838
46.08827,0.1037098,12.77292981,4.091447,15301.1886
46.09827,0.1033779,12.77292981,4.091447,15301.49035
46.10827,0.1030461,12.77292981,4.091447,15301.79515
46.11827,0.1027142,12.77292981,4.091447,15302.0969
46.12827,0.1023824,12.77292981,4.091447,15302.39866
46.13826,0.1020505,12.77292981,4.091447,15302.69736
46.14826,0.1017187,12.77292981,4.091447,15302.99606
