Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP_m,CP (0 to 4 deg),Reynolds Number
0.01,0,0.654863959,0.654863959,0.625409659,0.654863959,0.625409659,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,432708.9
0.02,0,0.571726979,0.571726979,0.542272679,0.571726979,0.542272679,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,865417.8
0.03,0,0.530566476,0.530566476,0.501112176,0.530566476,0.501112176,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,1298127
0.04,0,0.504175126,0.504175126,0.474720826,0.504175126,0.474720826,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,1730836
0.05,0,0.485144857,0.485144857,0.455690557,0.485144857,0.455690557,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,2163544
0.06,0,0.470457424,0.470457424,0.441003124,0.470457424,0.441003124,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,2596253
0.07,0,0.458606279,0.458606279,0.429151979,0.458606279,0.429151979,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,3028962
0.08,0,0.448738245,0.448738245,0.419283945,0.448738245,0.419283945,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,3461671
0.09,0,0.440327317,0.440327317,0.410873017,0.440327317,0.410873017,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,3894380
0.1,0,0.433027135,0.433027135,0.403572835,0.433027135,0.403572835,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,4327089
0.11,0,0.426599111,0.426599111,0.397144811,0.426599111,0.397144811,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,4759798
0.12,0,0.4208722,0.4208722,0.3914179,0.4208722,0.3914179,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,5192506
0.13,0,0.415719679,0.415719679,0.386265379,0.415719679,0.386265379,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,5625216
0.14,0,0.411045594,0.411045594,0.381591294,0.411045594,0.381591294,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,6057924
0.15,0,0.406775437,0.406775437,0.377321137,0.406775437,0.377321137,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,6490634
0.16,0,0.402850442,0.402850442,0.373396142,0.402850442,0.373396142,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,6923342
0.17,0,0.399223363,0.399223363,0.369769063,0.399223363,0.369769063,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,7356052
0.18,0,0.395855819,0.395855819,0.366401519,0.395855819,0.366401519,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,7788760
0.19,0,0.392716107,0.392716107,0.363261808,0.392716107,0.363261808,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,8221469
0.2,0,0.389777925,0.389777925,0.360323625,0.389777925,0.360323625,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,8654178
0.21,0,0.387019062,0.387019062,0.357564762,0.387019062,0.357564762,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,9086887
0.22,0,0.384420682,0.384420682,0.354966383,0.384420682,0.354966383,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,9519596
0.23,0,0.381966726,0.381966726,0.352512426,0.381966726,0.352512426,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,9952305
0.24,0,0.379643335,0.379643335,0.350189035,0.379643335,0.350189035,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,10385010
0.25,0,0.377438456,0.377438456,0.347984156,0.377438456,0.347984156,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,10817720
0.26,0,0.375666063,0.375666063,0.346211763,0.375666063,0.346211763,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,11250430
0.27,0,0.373987988,0.373987988,0.344533688,0.373987988,0.344533688,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,11683140
0.28,0,0.372396447,0.372396447,0.342942147,0.372396447,0.342942147,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,12115850
0.29,0,0.370884532,0.370884532,0.341430232,0.370884532,0.341430232,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,12548560
0.3,0,0.3694461,0.3694461,0.3399918,0.3694461,0.3399918,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,12981270
0.31,0,0.368075697,0.368075697,0.338621397,0.368075697,0.338621397,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,13413980
0.32,0,0.366768397,0.366768397,0.337314097,0.366768397,0.337314097,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,13846680
0.33,0,0.365519761,0.365519761,0.336065461,0.365519761,0.336065461,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,14279390
0.34,0,0.364325827,0.364325827,0.334871527,0.364325827,0.334871527,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,14712100
0.35,0,0.36318296,0.36318296,0.33372866,0.36318296,0.33372866,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,15144810
0.36,0,0.362087898,0.362087898,0.332633599,0.362087898,0.332633599,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,15577520
0.37,0,0.361037649,0.361037649,0.331583349,0.361037649,0.331583349,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,16010230
0.38,0,0.360029505,0.360029505,0.330575206,0.360029505,0.330575206,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,16442940
0.39,0,0.359060962,0.359060962,0.329606662,0.359060962,0.329606662,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,16875650
0.4,0,0.35812974,0.35812974,0.32867544,0.35812974,0.32867544,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,17308360
0.41,0,0.357233767,0.357233767,0.327779468,0.357233767,0.327779468,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,17741060
0.42,0,0.356371036,0.356371036,0.326916736,0.356371036,0.326916736,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,18173770
0.43,0,0.355539806,0.355539806,0.326085506,0.355539806,0.326085506,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,18606480
0.44,0,0.354738411,0.354738411,0.325284111,0.354738411,0.325284111,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,19039190
0.45,0,0.353965329,0.353965329,0.324511029,0.353965329,0.324511029,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,19471900
0.46,0,0.353219131,0.353219131,0.323764832,0.353219131,0.323764832,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,19904610
0.47,0,0.352498508,0.352498508,0.323044208,0.352498508,0.323044208,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,20337320
0.48,0,0.351802244,0.351802244,0.322347944,0.351802244,0.322347944,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,20770030
0.49,0,0.351129136,0.351129136,0.321674837,0.351129136,0.321674837,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,21202740
0.5,0,0.350478183,0.350478183,0.321023883,0.350478183,0.321023883,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,21635440
0.51,0,0.349848333,0.349848333,0.320394033,0.349848333,0.320394033,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,22068150
0.52,0,0.349238638,0.349238638,0.319784338,0.349238638,0.319784338,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,22500860
0.53,0,0.348648267,0.348648267,0.319193967,0.348648267,0.319193967,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,22933570
0.54,0,0.348076369,0.348076369,0.318622069,0.348076369,0.318622069,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,23366280
0.55,0,0.347522166,0.347522166,0.318067866,0.347522166,0.318067866,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,23798990
0.56,0,0.346984941,0.346984941,0.317530641,0.346984941,0.317530641,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,24231700
0.57,0,0.346463978,0.346463978,0.317009678,0.346463978,0.317009678,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,24664410
0.58,0,0.345958654,0.345958654,0.316504354,0.345958654,0.316504354,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,25097120
0.59,0,0.345468368,0.345468368,0.315414728,0.345468368,0.315414728,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,25529820
0.6,0,0.344992507,0.344992507,0.314339527,0.344992507,0.314339527,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,25962540
0.61,0,0.345033936,0.345033936,0.313781616,0.345033936,0.313781616,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,26395240
0.62,0,0.345067866,0.345067866,0.313216205,0.345067866,0.313216205,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,26827950
0.63,0,0.345111981,0.345111981,0.312660979,0.345111981,0.312660979,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,27260660
0.64,0,0.345165937,0.345165937,0.312115595,0.345165937,0.312115595,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,27693370
0.65,0,0.345229335,0.345229335,0.311579653,0.345229335,0.311579653,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,28126080
0.66,0,0.345301838,0.345301838,0.311052816,0.345301838,0.311052816,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,28558790
0.67,0,0.345383137,0.345383137,0.310534775,0.345383137,0.310534775,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,28991500
0.68,0,0.345472848,0.345472848,0.310025144,0.345472848,0.310025144,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,29424210
0.69,0,0.345570789,0.345570789,0.309523745,0.345570789,0.309523745,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,29856910
0.7,0,0.345676563,0.345676563,0.309030179,0.345676563,0.309030179,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,30289620
0.71,0,0.345789938,0.345789938,0.308544214,0.345789938,0.308544214,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,30722330
0.72,0,0.345910649,0.345910649,0.308065585,0.345910649,0.308065585,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,31155040
0.73,0,0.346038473,0.346038473,0.307594068,0.346038473,0.307594068,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,31587750
0.74,0,0.346173141,0.346173141,0.307129395,0.346173141,0.307129395,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,32020460
0.75,0,0.346314459,0.346314459,0.306671374,0.346314459,0.306671374,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,32453170
0.76,0,0.34646219,0.34646219,0.306219764,0.34646219,0.306219764,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,32885880
0.77,0,0.346616158,0.346616158,0.305774392,0.346616158,0.305774392,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,33318580
0.78,0,0.346885589,0.346885589,0.305444482,0.346885589,0.305444482,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,33751290
0.79,0,0.347322575,0.347322575,0.305282128,0.347322575,0.305282128,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,34184000
0.8,0,0.347763166,0.347763166,0.305123379,0.347763166,0.305123379,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,34616710
0.81,0,0.348207183,0.348207183,0.304968055,0.348207183,0.304968055,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,35049420
0.82,0,0.348654588,0.348654588,0.304816121,0.348654588,0.304816121,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,35482130
0.83,0,0.349105265,0.349105265,0.304667457,0.349105265,0.304667457,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,35914840
0.84,0,0.349559133,0.349559133,0.304521984,0.349559133,0.304521984,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,36347550
0.85,0,0.350016064,0.350016064,0.304379575,0.350016064,0.304379575,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,36780260
0.86,0,0.350475973,0.350475973,0.304240143,0.350475973,0.304240143,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,37212960
0.87,0,0.350938775,0.350938775,0.304103605,0.350938775,0.304103605,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,37645680
0.88,0,0.351404425,0.351404425,0.303969915,0.351404425,0.303969915,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,38078380
0.89,0,0.351872793,0.351872793,0.303838943,0.351872793,0.303838943,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,38511090
0.9,0,0.352343858,0.352343858,0.303710667,0.352343858,0.303710667,0,0,0,0,16.99220311,59.44510309,1.509905619,58.22854569,38943800
0.91,0,0.354739796,0.354739796,0.3057759,0.354739796,0.3057759,0,0,0,0,16.964281,59.5331634,1.51214235,58.30834181,39376510
0.92,0,0.361927611,0.361927611,0.311971598,0.361927611,0.311971598,0,0,0,0,16.93635888,59.6212237,1.514379082,58.38813793,39809220
0.93,0,0.372403695,0.372403695,0.32034211,0.372403695,0.32034211,0,0,0,0,16.90843677,59.70928401,1.516615814,58.46793405,40241930
0.94,0,0.382574141,0.382574141,0.327789587,0.382574141,0.327789587,0,0,0,0,16.88051466,59.79734432,1.518852546,58.54773017,40674640
0.95,0,0.392744586,0.392744586,0.335237065,0.392744586,0.335237065,0,0,0,0,16.85259255,59.88540462,1.521089277,58.62752629,41107340
0.96,0,0.402915032,0.402915032,0.342684542,0.402915032,0.342684542,0,0,0,0,16.82467044,59.97346493,1.523326009,58.7073224,41540050
0.97,0,0.413085478,0.413085478,0.35013202,0.413085478,0.35013202,0,0,0,0,16.79674833,60.06152523,1.525562741,58.78711852,41972760
0.98,0,0.423255924,0.423255924,0.357579498,0.423255924,0.357579498,0,0,0,0,16.76882621,60.14958554,1.527799473,58.86691464,42405470
0.99,0,0.433426369,0.433426369,0.365026975,0.433426369,0.365026975,0,0,0,0,16.7409041,60.23764585,1.530036204,58.94671076,42838180
1,0,0.443596815,0.443596815,0.372474453,0.443596815,0.372474453,0,0,0,0,16.71298199,60.32570615,1.532272936,59.02650688,43270890
1.01,0,0.453767261,0.453767261,0.37992193,0.453767261,0.37992193,0,0,0,0,16.68505988,60.41376646,1.534509668,59.106303,43703600
1.02,0,0.463937706,0.463937706,0.387369408,0.463937706,0.387369408,0,0,0,0,16.65713777,60.50182676,1.5367464,59.18609912,44136310
1.03,0,0.474108152,0.474108152,0.394816886,0.474108152,0.394816886,0,0,0,0,16.62921566,60.58988707,1.538983132,59.26589524,44569020
1.04,0,0.484278598,0.484278598,0.402264363,0.484278598,0.402264363,0,0,0,0,16.60129354,60.67794738,1.541219863,59.34569135,45001720
1.05,0,0.494449044,0.494449044,0.409711841,0.494449044,0.409711841,0,0,0,0,16.57337143,60.76600768,1.543456595,59.42548747,45434430
1.06,0,0.492601195,0.492601195,0.408222972,0.492601195,0.408222972,0,0,0,0,16.70558114,60.84285589,1.54540854,59.50756429,45867140
1.07,0,0.490783755,0.490783755,0.406764512,0.490783755,0.406764512,0,0,0,0,16.82716769,60.91245946,1.54717647,59.58197819,46299860
1.08,0,0.488995847,0.488995847,0.405335584,0.488995847,0.405335584,0,0,0,0,16.94025179,60.97627403,1.54879736,59.65026837,46732560
1.09,0,0.487250909,0.487250909,0.403949626,0.487250909,0.403949626,0,0,0,0,17.04638685,61.03538567,1.550298796,59.71358018,47165270
1.1,0,0.485578457,0.485578457,0.402636153,0.485578457,0.402636153,0,0,0,0,17.14671896,61.09055957,1.551700213,59.77272495,47597980
1.11,0,0.4839589,0.4839589,0.401375577,0.4839589,0.401375577,0,0,0,0,17.24214364,61.14244644,1.55301814,59.8283855,48030690
1.12,0,0.482385949,0.482385949,0.400161606,0.482385949,0.400161606,0,0,0,0,17.33335331,61.19148922,1.554263826,59.8810337,48463400
1.13,0,0.480856239,0.480856239,0.398990876,0.480856239,0.398990876,0,0,0,0,17.42090685,61.23807699,1.555447156,59.93107968,48896100
1.14,0,0.479367442,0.479367442,0.397861058,0.479367442,0.397861058,0,0,0,0,17.50524434,61.2825312,1.556576292,59.97886058,49328810
1.15,0,0.477917803,0.477917803,0.396770399,0.477917803,0.396770399,0,0,0,0,17.58674859,61.32508951,1.557657274,60.02463028,49761520
1.16,0,0.475929319,0.475929319,0.395140895,0.475929319,0.395140895,0,0,0,0,17.66572518,61.36596499,1.558695511,60.06861332,50194230
1.17,0,0.4739586,0.4739586,0.393529156,0.4739586,0.393529156,0,0,0,0,17.74243479,61.40533431,1.559695491,60.11099646,50626940
1.18,0,0.472025807,0.472025807,0.391955343,0.472025807,0.391955343,0,0,0,0,17.81708985,61.44333888,1.560660808,60.15192958,51059650
1.19,0,0.470129988,0.470129988,0.390418504,0.470129988,0.390418504,0,0,0,0,17.88987927,61.48011355,1.561594884,60.19155439,51492360
1.2,0,0.468270251,0.468270251,0.388684409,0.468270251,0.388684409,0,0,0,0,17.96097713,61.51576399,1.562500405,60.229984,51925070
1.21,0,0.466445857,0.466445857,0.386860016,0.466445857,0.386860016,0,0,0,0,18.03052193,61.55038737,1.563379839,60.26732073,52357780
1.22,0,0.46465602,0.46465602,0.385070179,0.46465602,0.385070179,0,0,0,0,18.05951235,61.57040468,1.563888279,60.28810131,52790490
1.23,0,0.462900102,0.462900102,0.383314261,0.462900102,0.383314261,0,0,0,0,18.01491018,61.56439622,1.563735664,60.27930816,53223200
1.24,0,0.461177446,0.461177446,0.381591605,0.461177446,0.381591605,0,0,0,0,17.97083093,61.55828122,1.563580343,60.27043905,53655900
1.25,0,0.459487483,0.459487483,0.379901642,0.459487483,0.379901642,0,0,0,0,17.92726033,61.55208077,1.563422852,60.26151315,54088610
1.26,0,0.457829623,0.457829623,0.378243781,0.457829623,0.378243781,0,0,0,0,17.88415463,61.54579565,1.56326321,60.25252845,54521320
1.27,0,0.456203358,0.456203358,0.376617516,0.456203358,0.376617516,0,0,0,0,17.84149516,61.53941686,1.563101188,60.2434756,54954030
1.28,0,0.454608191,0.454608191,0.37502235,0.454608191,0.37502235,0,0,0,0,17.79925843,61.53295988,1.562937181,60.23436771,55386740
1.29,0,0.453043627,0.453043627,0.373457786,0.453043627,0.373457786,0,0,0,0,17.75741546,61.52642863,1.562771287,60.22520669,55819450
1.3,0,0.451509228,0.451509228,0.371923386,0.451509228,0.371923386,0,0,0,0,17.71623456,61.51900903,1.562582829,60.21525227,56252160
1.31,0,0.450004561,0.450004561,0.37041872,0.450004561,0.37041872,0,0,0,0,17.67805926,61.5039421,1.562200129,60.19836677,56684860
1.32,0,0.448529189,0.448529189,0.368943348,0.448529189,0.368943348,0,0,0,0,17.64018433,61.48886256,1.561817109,60.18148389,57117580
1.33,0,0.447082771,0.447082771,0.36749693,0.447082771,0.36749693,0,0,0,0,17.60416062,61.47375047,1.561433262,60.16470053,57550280
1.34,0,0.445664864,0.445664864,0.366079023,0.445664864,0.366079023,0,0,0,0,17.56884238,61.45861552,1.561048834,60.14794161,57982990
1.35,0,0.444275175,0.444275175,0.364689334,0.444275175,0.364689334,0,0,0,0,17.53377427,61.44346677,1.560664056,60.13118199,58415700
1.36,0,0.442913317,0.442913317,0.363327475,0.442913317,0.363327475,0,0,0,0,17.49894902,61.42829168,1.560278609,60.11440956,58848410
1.37,0,0.441578957,0.441578957,0.361993115,0.441578957,0.361993115,0,0,0,0,17.46435165,61.41310146,1.559892777,60.09763382,59281120
1.38,0,0.440271799,0.440271799,0.360685958,0.440271799,0.360685958,0,0,0,0,17.4299616,61.39788747,1.559506342,60.08084527,59713830
1.39,0,0.438991528,0.438991528,0.359405686,0.438991528,0.359405686,0,0,0,0,17.39579265,61.38264534,1.559119192,60.064041,60146540
1.4,0,0.437737844,0.437737844,0.358152003,0.437737844,0.358152003,0,0,0,0,17.36182814,61.36737679,1.55873137,60.0472215,60579240
1.41,0,0.436510461,0.436510461,0.35692462,0.436510461,0.35692462,0,0,0,0,17.32804795,61.35208215,1.558342886,60.03038564,61011950
1.42,0,0.435309125,0.435309125,0.355723284,0.435309125,0.355723284,0,0,0,0,17.29445547,61.33675331,1.557953534,60.01352624,61444660
1.43,0,0.43413356,0.43413356,0.354547719,0.43413356,0.354547719,0,0,0,0,17.26104074,61.32139452,1.557563421,59.9966466,61877370
1.44,0,0.432983514,0.432983514,0.353397673,0.432983514,0.353397673,0,0,0,0,17.22503448,61.30600655,1.557172566,59.98267936,62310080
1.45,0,0.431858762,0.431858762,0.352272921,0.431858762,0.352272921,0,0,0,0,17.18764709,61.29058618,1.556780889,59.97031757,62742790
1.46,0,0.430759043,0.430759043,0.351173202,0.430759043,0.351173202,0,0,0,0,17.1504317,61.2751318,1.556388348,59.95794288,63175500
1.47,0,0.429684163,0.429684163,0.350098322,0.429684163,0.350098322,0,0,0,0,17.11336924,61.25963526,1.555994736,59.94554623,63608210
1.48,0,0.428633886,0.428633886,0.349048045,0.428633886,0.349048045,0,0,0,0,17.0764541,61.24411163,1.555600435,59.93314125,64040920
1.49,0,0.427608006,0.427608006,0.348022165,0.427608006,0.348022165,0,0,0,0,17.03967379,61.22852871,1.555204629,59.92069699,64473630
1.5,0,0.426606325,0.426606325,0.347020484,0.426606325,0.347020484,0,0,0,0,17.00304148,61.21292663,1.554808336,59.90825191,64906340
1.51,0,0.42562864,0.42562864,0.346042798,0.42562864,0.346042798,0,0,0,0,16.96654508,61.19727364,1.55441075,59.89577545,65339040
1.52,0,0.424674777,0.424674777,0.345088936,0.424674777,0.345088936,0,0,0,0,16.93017945,61.18158477,1.554012253,59.88328128,65771750
1.53,0,0.423744548,0.423744548,0.344158707,0.423744548,0.344158707,0,0,0,0,16.89393729,61.16584766,1.553612531,59.87075732,66204460
1.54,0,0.422837791,0.422837791,0.343251949,0.422837791,0.343251949,0,0,0,0,16.85781703,61.15007008,1.55321178,59.85821069,66637170
1.55,0,0.421954328,0.421954328,0.342368486,0.421954328,0.342368486,0,0,0,0,16.82181702,61.1342422,1.552809752,59.84563213,67069880
1.56,0,0.421093981,0.421093981,0.341508139,0.421093981,0.341508139,0,0,0,0,16.78592951,61.11837783,1.552406797,59.83303393,67502580
1.57,0,0.420256638,0.420256638,0.340670796,0.420256638,0.340670796,0,0,0,0,16.75015661,61.10245996,1.552002483,59.82040039,67935300
1.58,0,0.419442116,0.419442116,0.339856274,0.419442116,0.339856274,0,0,0,0,16.71448741,61.08650089,1.551597123,59.80774216,68368010
1.59,0,0.418650269,0.418650269,0.339064428,0.418650269,0.339064428,0,0,0,0,16.67892662,61.07048508,1.551190321,59.79504512,68800720
1.6,0,0.417880985,0.417880985,0.338295144,0.417880985,0.338295144,0,0,0,0,16.64346624,61.05441712,1.550782195,59.78231294,69233420
1.61,0,0.417134114,0.417134114,0.337548273,0.417134114,0.337548273,0,0,0,0,16.60810385,61.03830457,1.550372936,59.7695525,69666140
1.62,0,0.416409519,0.416409519,0.336823678,0.416409519,0.336823678,0,0,0,0,16.57283819,61.02214626,1.549962515,59.75676262,70098840
1.63,0,0.415707082,0.415707082,0.336121241,0.415707082,0.336121241,0,0,0,0,16.53766666,61.00592351,1.549550457,59.74392568,70531550
1.64,0,0.4150267,0.4150267,0.335440859,0.4150267,0.335440859,0,0,0,0,16.50258487,60.98965128,1.549137143,59.73105529,70964260
1.65,0,0.414368241,0.414368241,0.3347824,0.414368241,0.3347824,0,0,0,0,16.46759218,60.97332898,1.548722556,59.71815089,71396970
1.66,0,0.413731594,0.413731594,0.334145753,0.413731594,0.334145753,0,0,0,0,16.43268488,60.95694594,1.548306427,59.70520222,71829670
1.67,0,0.41311667,0.41311667,0.333530829,0.41311667,0.333530829,0,0,0,0,16.39786138,60.94051834,1.547889166,59.69222428,72262380
1.68,0,0.412523354,0.412523354,0.332937513,0.412523354,0.332937513,0,0,0,0,16.36311974,60.92402779,1.547470306,59.67919976,72695100
1.69,0,0.41195154,0.41195154,0.332365698,0.41195154,0.332365698,0,0,0,0,16.32845727,60.90747248,1.547049801,59.66612673,73127810
1.7,0,0.411401171,0.411401171,0.331815329,0.411401171,0.331815329,0,0,0,0,16.29387298,60.89086925,1.546628079,59.65302091,73560510
1.71,0,0.410872111,0.410872111,0.33128627,0.410872111,0.33128627,0,0,0,0,16.25936303,60.87419832,1.546204637,59.63986348,73993220
1.72,0,0.410364296,0.410364296,0.330778455,0.410364296,0.330778455,0,0,0,0,16.2249264,60.85747644,1.545779902,59.62667005,74425930
1.73,0,0.409877641,0.409877641,0.330291799,0.409877641,0.330291799,0,0,0,0,16.190562,60.84069419,1.545353632,59.61343173,74858640
1.74,0,0.409412074,0.409412074,0.329826233,0.409412074,0.329826233,0,0,0,0,16.15626789,60.82384998,1.544925789,59.60014687,75291350
1.75,0,0.408967513,0.408967513,0.329381672,0.408967513,0.329381672,0,0,0,0,16.12204292,60.80694318,1.544496357,59.58681482,75724060
1.76,0,0.408543893,0.408543893,0.328958052,0.408543893,0.328958052,0,0,0,0,16.08788294,60.78997144,1.544065275,59.57343305,76156770
1.77,0,0.408141143,0.408141143,0.328555301,0.408141143,0.328555301,0,0,0,0,16.05378783,60.7729429,1.54363275,59.56000918,76589470
1.78,0,0.40775919,0.40775919,0.328173348,0.40775919,0.328173348,0,0,0,0,16.01975637,60.75583943,1.543198322,59.54652616,77022180
1.79,0,0.407397965,0.407397965,0.327812124,0.407397965,0.327812124,0,0,0,0,15.98578726,60.73867745,1.542762407,59.53299924,77454890
1.8,0,0.407057431,0.407057431,0.32747159,0.407057431,0.32747159,0,0,0,0,15.9518783,60.72145537,1.542324966,59.51942678,77887600
1.81,0,0.40673752,0.40673752,0.327151679,0.40673752,0.327151679,0,0,0,0,15.91802915,60.70416422,1.541885771,59.50580036,78320310
1.82,0,0.406438186,0.406438186,0.326852345,0.406438186,0.326852345,0,0,0,0,15.8842376,60.68681098,1.541444999,59.49212635,78753020
1.83,0,0.406159367,0.406159367,0.326573525,0.406159367,0.326573525,0,0,0,0,15.85050224,60.66937743,1.541002187,59.47838757,79185730
1.84,0,0.405901019,0.405901019,0.326315178,0.405901019,0.326315178,0,0,0,0,15.81682362,60.65188953,1.540557994,59.46460839,79618440
1.85,0,0.40566311,0.40566311,0.326077268,0.40566311,0.326077268,0,0,0,0,15.78319749,60.63432735,1.540111915,59.45076981,80051140
1.86,0,0.405445581,0.405445581,0.32585974,0.405445581,0.32585974,0,0,0,0,15.74962438,60.6166995,1.539664167,59.43687994,80483860
1.87,0,0.405248392,0.405248392,0.32566255,0.405248392,0.32566255,0,0,0,0,15.71610387,60.59899678,1.539214518,59.42293011,80916570
1.88,0,0.405071507,0.405071507,0.325485665,0.405071507,0.325485665,0,0,0,0,15.68263245,60.58121724,1.538762918,59.40891825,81349270
1.89,0,0.404914907,0.404914907,0.325329066,0.404914907,0.325329066,0,0,0,0,15.64921177,60.56337817,1.538309806,59.39486069,81781980
1.9,0,0.404778557,0.404778557,0.325192716,0.404778557,0.325192716,0,0,0,0,15.61583921,60.54546959,1.537854928,59.38074786,82214690
1.91,0,0.404662405,0.404662405,0.325076563,0.404662405,0.325076563,0,0,0,0,15.58251433,60.5274737,1.537397832,59.36656303,82647400
1.92,0,0.404566437,0.404566437,0.324980596,0.404566437,0.324980596,0,0,0,0,15.54923662,60.50941541,1.536939151,59.35232954,83080100
1.93,0,0.404490639,0.404490639,0.324904798,0.404490639,0.324904798,0,0,0,0,15.5160035,60.49128468,1.536478631,59.33803778,83512820
