Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
48.40788,S,48.40788,0.02686064,0,0.4255624,0,0,28.15949,0.007674076,0,58.62223,79.56271,4.091447,-32.0284011171649,-32.0284011171649,-0.000000856746233862944,25.6822497898065,25.6822496625663,0.00255648820831803,89.9943,89.9943,50346.21,0.1611435
48.41788,S,48.41788,0.02652978,0,0.4279143,0,0,28.15949,0.007527468,0,58.62223,79.56271,4.091447,-32.0282307472181,-32.0282307472181,-0.000000850790464518682,25.3619674910992,25.361967362253,0.00255647970041357,89.99422,89.99422,50346.46,0.1611691
48.42788,S,48.42788,0.02619893,0,0.4303113,0,0,28.15949,0.007381922,0,58.62223,79.56271,4.091447,-32.0280633575036,-32.0280633575036,-0.000000844806821174391,25.0416868663301,25.0416867358368,0.00255647125234555,89.99415,89.99415,50346.71,0.1611947
48.43788,S,48.43788,0.02586808,0,0.4327551,0,0,28.15949,0.007237442,0,58.62223,79.56271,4.091447,-32.0279029216645,-32.0279029216645,-0.000000838794682105164,24.721407845962,24.721407713779,0.00255646286439892,89.99407,89.99407,50346.96,0.1612202
48.44788,S,48.44788,0.02553723,0,0.4352472,0,0,28.15949,0.007094027,0,58.62223,79.56271,4.091447,-32.027738015477,-32.027738015477,-0.000000832752907482004,24.4011304747002,24.401130340783,0.00255645453687003,89.994,89.994,50347.2,0.1612458
48.45787,S,48.45787,0.02520639,0,0.4377888,0,0,28.15949,0.006951684,0,58.62223,79.56271,4.091447,-32.0275775796379,-32.0275775796379,-0.000000826681319669224,24.0808547078427,24.0808545721453,0.00255644627005702,89.99392,89.99392,50347.45,0.1612714
48.46787,S,48.46787,0.02487554,0,0.4403825,0,0,28.15949,0.006810424,0,58.62223,79.56271,4.091447,-32.0274111833341,-32.0274111833341,-0.000000820579474577602,23.7605806049962,23.7605804674706,0.00255643806426246,89.99384,89.99384,50347.68,0.1612969
48.47787,S,48.47787,0.0245447,0,0.443029,0,0,28.15949,0.006670245,0,58.62223,79.56271,4.091447,-32.0272502507896,-32.0272502507896,-0.000000814446720876285,23.4403081115252,23.4403079721214,0.00255642991979543,89.99375,89.99375,50347.92,0.1613225
48.48787,S,48.48787,0.02421385,0,0.445731,0,0,28.15949,0.006531151,0,58.62223,79.56271,4.091447,-32.0270962721205,-32.0270962721205,-0.000000808281563464897,23.1200371578928,23.1200370165588,0.00255642183697998,89.99367,89.99367,50348.15,0.1613481
48.49787,S,48.49787,0.02388301,0,0.4484895,0,0,28.15949,0.006393153,0,58.62223,79.56271,4.091447,-32.0269388165137,-32.0269388165137,-0.000000802084535250504,22.7997677788706,22.7997676355522,0.00255641381613481,89.99358,89.99358,50348.38,0.1613736
48.50787,S,48.50787,0.02355218,0,0.4513073,0,0,28.15949,0.006256252,0,58.62223,79.56271,4.091447,-32.0267798707908,-32.0267798707908,-0.000000795854067117861,22.4794999893622,22.4794998440028,0.00255640585759432,89.99348,89.99348,50348.6,0.1613992
48.51786,S,48.51786,0.02322134,0,0.4541861,0,0,28.15949,0.006120449,0,58.62223,79.56271,4.091447,-32.0266308591755,-32.0266308591755,-0.000000789589285691504,22.1592336900289,22.1592335425696,0.00255639796170164,89.99339,89.99339,50348.82,0.1614248
48.52786,S,48.52786,0.0228905,0,0.4571282,0,0,28.15949,0.005985759,0,58.62223,79.56271,4.091447,-32.0264704233364,-32.0264704233364,-0.000000783290324198198,21.8389689951156,21.8389688454947,0.00255639012879857,89.99329,89.99329,50349.04,0.1614504
48.53786,S,48.53786,0.02255967,0,0.4601358,0,0,28.15949,0.005852179,0,58.62223,79.56271,4.091447,-32.0263204183104,-32.0263204183104,-0.00000077695516943348,21.5187058003168,21.51870564847,0.00255638235924705,89.99319,89.99319,50349.26,0.1614759
48.54786,S,48.54786,0.02222884,0,0.4632118,0,0,28.15949,0.005719715,0,58.62223,79.56271,4.091447,-32.0261684264628,-32.0261684264628,-0.000000770583554943819,21.1984441255037,21.1984439713638,0.00255637465341167,89.99309,89.99309,50349.47,0.1615015
48.55786,S,48.55786,0.02189801,0,0.4663582,0,0,28.15949,0.00558838,0,58.62223,79.56271,4.091447,-32.0260204082583,-32.0260204082583,-0.000000764175184669734,20.878183930943,20.8781837744396,0.00255636701165999,89.99299,89.99299,50349.68,0.1615271
48.56786,S,48.56786,0.02156718,0,0.4695781,0,0,28.15949,0.005458172,0,58.62223,79.56271,4.091447,-32.0258723900538,-32.0258723900538,-0.000000757728459890034,20.5579252166379,20.5579250576974,0.00255635943437556,89.99288,89.99288,50349.88,0.1615526
48.57785,S,48.57785,0.02123635,0,0.4728741,0,0,28.15949,0.0053291,0,58.62223,79.56271,4.091447,-32.0257194047954,-32.0257194047954,-0.00000075124234439654,20.2376680322626,20.2376678708078,0.00255635192195228,89.99276,89.99276,50350.09,0.1615782
48.58785,S,48.58785,0.02090552,0,0.4762495,0,0,28.15949,0.005201169,0,58.62223,79.56271,4.091447,-32.025571386591,-32.025571386591,-0.00000074471610544204,19.9174123281501,19.9174121641002,0.00255634447479139,89.99265,89.99265,50350.29,0.1616038
48.59785,S,48.59785,0.0205747,0,0.4797072,0,0,28.15949,0.005074385,0,58.62223,79.56271,4.091447,-32.0254283354403,-32.0254283354403,-0.000000738148536584152,19.5971580546338,19.597157887904,0.00255633709330619,89.99252,89.99252,50350.48,0.1616293
48.60785,S,48.60785,0.02024388,0,0.4832507,0,0,28.15949,0.004948757,0,58.62223,79.56271,4.091447,-32.0252902513435,-32.0252902513435,-0.000000731539067908379,19.2769051620475,19.2769049925488,0.00255632977791567,89.9924,89.9924,50350.67,0.1616549
48.61785,S,48.61785,0.01991306,0,0.4868838,0,0,28.15949,0.004824287,0,58.62223,79.56271,4.091447,-32.0251491870144,-32.0251491870144,-0.000000724885937860814,18.9566536801981,18.9566535078368,0.00255632252905645,89.99227,89.99227,50350.86,0.1616805
48.62785,S,48.62785,0.01958224,0,0.4906098,0,0,28.15949,0.004700987,0,58.62223,79.56271,4.091447,-32.0250101095068,-32.0250101095068,-0.000000718188702352239,18.636403589222,18.6364034138999,0.00255631534716959,89.99214,89.99214,50351.05,0.1617061
48.63784,S,48.63784,0.01925142,0,0.4944331,0,0,28.15949,0.004578859,0,58.62223,79.56271,4.091447,-32.02487202541,-32.02487202541,-0.000000711445436996033,18.3161548791905,18.3161547008039,0.00255630823271538,89.992,89.992,50351.23,0.1617316
48.64784,S,48.64784,0.0189206,0,0.4983577,0,0,28.15949,0.004457913,0,58.62223,79.56271,4.091447,-32.0247284775539,-32.0247284775539,-0.000000704655209204837,17.9959076047464,17.9959074231864,0.00255630118616345,89.99186,89.99186,50351.41,0.1617572
48.65784,S,48.65784,0.01858979,0,0.5023884,0,0,28.15949,0.004338155,0,58.62223,79.56271,4.091447,-32.0245918835732,-32.0245918835732,-0.000000697816812536269,17.6756616963572,17.6756615115087,0.00255629420799548,89.99171,89.99171,50351.59,0.1617828
48.66784,S,48.66784,0.01825897,0,0.5065299,0,0,28.15949,0.004219595,0,58.62223,79.56271,4.091447,-32.0244572764141,-32.0244572764141,-0.000000690929010942,17.3554171341609,17.3554169459026,0.00255628729870552,89.99156,89.99156,50351.76,0.1618083
48.67784,S,48.67784,0.01792816,0,0.510787,0,0,28.15949,0.004102235,0,58.62223,79.56271,4.091447,-32.0243206824335,-32.0243206824335,-0.000000683989406340245,17.0351739380327,17.0351737462363,0.00255628045881161,89.9914,89.9914,50351.93,0.1618339
48.68784,S,48.68784,0.01759735,0,0.5151653,0,0,28.15949,0.003986089,0,58.62223,79.56271,4.091447,-32.0241900489174,-32.0241900489174,-0.000000676997569444757,16.7149320483751,16.7149318529051,0.00255627368883607,89.99124,89.99124,50352.1,0.1618594
48.69783,S,48.69783,0.01726654,0,0.519671,0,0,28.15949,0.003871161,0,58.62223,79.56271,4.091447,-32.0240594154014,-32.0240594154014,-0.000000669951346422821,16.3946914651961,16.394691265909,0.00255626698932276,89.99107,89.99107,50352.27,0.161885
48.70783,S,48.70783,0.01693573,0,0.5243099,0,0,28.15949,0.003757463,0,58.62223,79.56271,4.091447,-32.0239287818853,-32.0239287818853,-0.00000066284949382462,16.0744521885044,16.0744519852481,0.00255626036082797,89.99089,89.99089,50352.43,0.1619105
48.71783,S,48.71783,0.01660492,0,0.5290887,0,0,28.15949,0.003645001,0,58.62223,79.56271,4.091447,-32.0238001351908,-32.0238001351908,-0.000000655689909627849,15.7542141984409,15.7542139910541,0.00255625380392902,89.99071,89.99071,50352.58,0.1619361
48.72783,S,48.72783,0.01627412,0,0.5340143,0,0,28.15949,0.003533785,0,58.62223,79.56271,4.091447,-32.0236695016747,-32.0236695016747,-0.000000648470869286036,15.433977514884,15.4339773031952,0.00255624731922047,89.99051,89.99051,50352.74,0.1619617
48.73783,S,48.73783,0.01594331,0,0.5390949,0,0,28.15949,0.003423823,0,58.62223,79.56271,4.091447,-32.0235478088556,-32.0235478088556,-0.000000641190233769441,15.1137420484376,15.1137418322645,0.00255624090731828,89.99031,89.99031,50352.89,0.1619872
48.74783,S,48.74783,0.01561251,0,0.5443382,0,0,28.15949,0.003315127,0,58.62223,79.56271,4.091447,-32.0234305863849,-32.0234305863849,-0.00000063384653018215,14.7935077544099,14.7935075335584,0.00255623456885312,89.9901,89.9901,50353.04,0.1620128
48.75782,S,48.75782,0.0152817,0,0.5497532,0,0,28.15949,0.003207704,0,58.62223,79.56271,4.091447,-32.023301442985,-32.023301442985,-0.000000626436857141262,14.4732747520232,14.4732745262863,0.00255622830448469,89.98988,89.98988,50353.18,0.1620383
48.76782,S,48.76782,0.0149509,0,0.5553491,0,0,28.15949,0.003101566,0,58.62223,79.56271,4.091447,-32.0231872007466,-32.0231872007466,-0.000000618959334669079,14.1530428922799,14.1530426614366,0.00255622211489148,89.98965,89.98965,50353.32,0.1620639
48.77782,S,48.77782,0.0146201,0,0.5611367,0,0,28.15949,0.002996724,0,58.62223,79.56271,4.091447,-32.0230625276952,-32.0230625276952,-0.000000611411905152216,13.8328122795037,13.8328120433174,0.00255621600077257,89.98941,89.98941,50353.46,0.1620894
48.78782,S,48.78782,0.01428931,0,0.5671263,0,0,28.15949,0.002893185,0,58.62223,79.56271,4.091447,-32.0229482854568,-32.0229482854568,-0.00000060379105288435,13.5125828094029,13.5125825676205,0.00255620996286218,89.98917,89.98917,50353.6,0.162115
48.79782,S,48.79782,0.01395851,0,0.5733307,0,0,28.15949,0.002790964,0,58.62223,79.56271,4.091447,-32.0228325531023,-32.0228325531023,-0.000000596094794266966,13.1923544968973,13.1923542492471,0.00255620400191437,89.9889,89.9889,50353.73,0.1621405
48.80782,S,48.80782,0.01362771,0,0.5797623,0,0,28.15949,0.002690076,0,58.62223,79.56271,4.091447,-32.0227113569886,-32.0227113569886,-0.000000588320768225712,12.8721273966448,12.8721271428348,0.00255619811870682,89.98862,89.98862,50353.86,0.1621661
48.81781,S,48.81781,0.01329692,0,0.5864353,0,0,28.15949,0.002590526,0,58.62223,79.56271,4.091447,-32.0225995982771,-32.0225995982771,-0.000000580464800321923,12.5519014142936,12.5519011540096,0.00255619231405895,89.98833,89.98833,50353.98,0.1621917
48.82781,S,48.82781,0.01296612,0,0.593365,0,0,28.15949,0.002492331,0,58.62223,79.56271,4.091447,-32.0224913165033,-32.0224913165033,-0.000000572524166808383,12.2316765150993,12.2316762480022,0.00255618658881741,89.98803,89.98803,50354.11,0.1622172
48.83781,S,48.83781,0.01263533,0,0.6005687,0,0,28.15949,0.002395502,0,58.62223,79.56271,4.091447,-32.0223805512027,-32.0223805512027,-0.000000564495529614457,11.9114527239241,11.9114524496477,0.00255618094386224,89.9877,89.9877,50354.22,0.1622428
48.84781,S,48.84781,0.01230454,0,0.6080638,0,0,28.15949,0.002300055,0,58.62223,79.56271,4.091447,-32.0222712760181,-32.0222712760181,-0.000000556374914141629,11.5912300258975,11.5912297440451,0.00255617538011322,89.98737,89.98737,50354.34,0.1622683
48.85781,S,48.85781,0.01197375,0,0.6158714,0,0,28.15949,0.002206004,0,58.62223,79.56271,4.091447,-32.0221694514144,-32.0221694514144,-0.000000548158789880601,11.2710083465474,11.2710080566885,0.00255616989852544,89.98701,89.98701,50354.45,0.1622939
48.86781,S,48.86781,0.01164296,0,0.6240128,0,0,28.15949,0.002113362,0,58.62223,79.56271,4.091447,-32.0220611696406,-32.0220611696406,-0.000000539842405076722,10.9507877504833,10.9507874521496,0.00255616450010151,89.98663,89.98663,50354.56,0.1623194
48.8778,S,48.8778,0.01131217,0,0.6325129,0,0,28.15949,0.002022147,0,58.62223,79.56271,4.091447,-32.021960835153,-32.021960835153,-0.000000531421740722552,10.6305681582744,10.6305678509555,0.00255615918588422,89.98623,89.98623,50354.67,0.162345
48.8878,S,48.8878,0.01098138,0,0.6413983,0,0,28.15949,0.001932373,0,58.62223,79.56271,4.091447,-32.0218520566738,-32.0218520566738,-0.000000522891134680539,10.3103496544086,10.3103493375462,0.00255615395697299,89.98579,89.98579,50354.77,0.1623705
48.8978,S,48.8978,0.0106506,0,0.6506985,0,0,28.15949,0.001844059,0,58.62223,79.56271,4.091447,-32.0217576826508,-32.0217576826508,-0.000000514246397709044,9.99013209489468,9.99013176787711,0.00255614881450913,89.98534,89.98534,50354.87,0.1623961
48.9078,S,48.9078,0.01031981,0,0.6604472,0,0,28.15949,0.001757222,0,58.62223,79.56271,4.091447,-32.0216588382794,-32.0216588382794,-0.000000505480801856387,9.66991552449702,9.66991518665171,0.00255614375970122,89.98486,89.98486,50354.97,0.1624217
48.9178,S,48.9178,0.010,0,0.6703334,0,0,28.15949,0.001671015,0,58.62223,79.56271,4.091447,-32.0215614840241,-32.0215614840241,-0.000000496331416698512,9.34969992838361,9.34969957896885,0.00255613879638716,89.98434,89.98434,50355.06,0.1624472
48.9278,S,48.9278,0.010,0,0.6703347,0,0,28.15949,0.001562174,0,58.62223,79.56271,4.091447,-32.0214323406242,-32.0214323406242,-0.000000479616934674314,9.02948562452469,9.02948526271996,0.00255613400021792,89.98378,89.98378,50355.15,0.1624728
48.93779,S,48.93779,0.010,0,0.6703362,0,0,28.15949,0.001456999,0,58.62223,79.56271,4.091447,-32.0213185950912,-32.0213185950912,-0.000000462902600679856,8.70927245903218,8.70927208392637,0.00255612937119202,89.98318,89.98318,50355.24,0.1624983
48.94779,S,48.94779,0.010,0,0.6703374,0,0,28.15949,0.001355488,0,58.62223,79.56271,4.091447,-32.0211998825043,-32.0211998825043,-0.000000446188451722573,8.38906048168094,8.38906009225862,0.0025561249093076,89.98254,89.98254,50355.32,0.1625239
48.95779,S,48.95779,0.010,0,0.6703387,0,0,28.15949,0.001257644,0,58.62223,79.56271,4.091447,-32.021092097436,-32.021092097436,-0.000000429474798664919,8.06884958331661,8.06884917844153,0.00255612061455971,89.98185,89.98185,50355.4,0.1625494
48.96779,S,48.96779,0.010,0,0.6703396,0,0,28.15949,0.001163465,0,58.62223,79.56271,4.091447,-32.0209897761268,-32.0209897761268,-0.0000004127611826147,7.74863970944261,7.74863928783751,0.00255611648694798,89.98109,89.98109,50355.48,0.162575
48.97779,S,48.97779,0.010,0,0.6703409,0,0,28.15949,0.001072952,0,58.62223,79.56271,4.091447,-32.0208889449338,-32.0208889449338,-0.00000039604778860909,7.42843084532278,7.4284304055454,0.00255611252647018,89.98029,89.98029,50355.55,0.1626005
48.98779,S,48.98779,0.010,0,0.6703422,0,0,28.15949,0.0009861042,0,58.62223,79.56271,4.091447,-32.0207901005624,-32.0207901005624,-0.000000379335053335824,7.10822297128383,7.10822251169698,0.00255610873311973,89.97939,89.97939,50355.62,0.1626261
48.99778,S,48.99778,0.010,0,0.670343,0,0,28.15949,0.0009029209,0,58.62223,79.56271,4.091447,-32.020692746307,-32.020692746307,-0.00000036262194058672,6.78801607265643,6.78801559139109,0.0025561051069004,89.97842,89.97842,50355.69,0.1626517
49.00778,S,49.00778,0.010,0,0.6703439,0,0,28.15949,0.0008234032,0,58.62223,79.56271,4.091447,-32.0206107899186,-32.0206107899186,-0.000000345909305233528,6.46780999573935,6.46780949064907,0.00255610164780742,89.97736,89.97736,50355.76,0.1626772
49.01778,S,49.01778,0.010,0,0.6703452,0,0,28.15949,0.0007475506,0,58.62223,79.56271,4.091447,-32.0205208862441,-32.0205208862441,-0.000000329196854917511,6.14760482034091,6.14760428894377,0.00255609835583894,89.97618,89.97618,50355.82,0.1627028
49.02778,S,49.02778,0.010,0,0.6703459,0,0,28.15949,0.0006753631,0,58.62223,79.56271,4.091447,-32.0204389298557,-32.0204389298557,-0.000000312484604441642,5.8274004673973,5.82739990680234,0.00255609523099297,89.97487,89.97487,50355.88,0.1627283
49.03778,S,49.03778,0.010,0,0.6703469,0,0,28.15949,0.0006068405,0,58.62223,79.56271,4.091447,-32.0203679009858,-32.0203679009858,-0.000000295772516798488,5.50719682813779,5.50719623494959,0.00255609227326787,89.9734,89.9734,50355.93,0.1627539
49.04778,S,49.04778,0.010,0,0.6703478,0,0,28.15949,0.0005419829,0,58.62223,79.56271,4.091447,-32.0202909116512,-32.0202909116512,-0.000000279060802930427,5.18699396279562,5.18699333299017,0.0025560894826599,89.97176,89.97176,50355.98,0.1627794
49.05777,S,49.05777,0.010,0,0.6703483,0,0,28.15949,0.0004807897,0,58.62223,79.56271,4.091447,-32.0202298168889,-32.0202298168889,-0.000000262348885521473,4.86679171321932,4.86679104197836,0.0025560868591711,89.96991,89.96991,50356.03,0.162805
49.06777,S,49.06777,0.010,0,0.6703489,0,0,28.15949,0.0004232613,0,58.62223,79.56271,4.091447,-32.0201627616621,-32.0201627616621,-0.000000245637293777947,4.54659014003178,4.5465894215188,0.00255608440279822,89.96779,89.96779,50356.08,0.1628305
49.07777,S,49.07777,0.010,0,0.6703499,0,0,28.15949,0.0003693977,0,58.62223,79.56271,4.091447,-32.0201011701944,-32.0201011701944,-0.000000228925887071596,4.22638918992169,4.22638841697391,0.0025560821135394,89.96535,89.96535,50356.12,0.1628561
49.08777,S,49.08777,0.010,0,0.6703506,0,0,28.15949,0.0003191987,0,58.62223,79.56271,4.091447,-32.0200405721375,-32.0200405721375,-0.000000212214606190524,3.90618885471651,3.90618801840957,0.00255607999139339,89.9625,89.9625,50356.16,0.1628817
49.09777,S,49.09777,0.010,0,0.6703512,0,0,28.15949,0.0002726643,0,58.62223,79.56271,4.091447,-32.0199904048937,-32.0199904048937,-0.000000195503399324322,3.58598903249873,3.58598812151766,0.00255607803635944,89.95916,89.95916,50356.2,0.1629072
49.10777,S,49.10777,0.010,0,0.6703515,0,0,28.15949,0.0002297942,0,58.62223,79.56271,4.091447,-32.0199481849361,-32.0199481849361,-0.000000178792222064068,3.26578964712351,3.26578864682532,0.00255607624843726,89.95515,89.95515,50356.23,0.1629328
49.11776,S,49.11776,0.010,0,0.6703522,0,0,28.15949,0.0001905888,0,58.62223,79.56271,4.091447,-32.0199049715677,-32.0199049715677,-0.000000162081305706231,2.94559071330036,2.94558960426665,0.00255607462762424,89.95028,89.95028,50356.26,0.1629583
49.12776,S,49.12776,0.010,0,0.6703525,0,0,28.15949,0.0001550476,0,58.62223,79.56271,4.091447,-32.0198697054854,-32.0198697054854,-0.000000145370344939472,2.62539215866138,2.62539091436879,0.00255607317392082,89.94422,89.94422,50356.29,0.1629839
49.13776,S,49.13776,0.010,0,0.6703529,0,0,28.15949,0.000123171,0,58.62223,79.56271,4.091447,-32.0198284789385,-32.0198284789385,-0.000000128659596965463,2.30519405386336,2.30519263673639,0.00255607188732488,89.93647,89.93647,50356.31,0.1630094
49.14776,S,49.14776,0.010,0,0.6703534,0,0,28.15949,0.00009495877,0,58.62223,79.56271,4.091447,-32.0197986766154,-32.0197986766154,-0.000000111948897101121,1.98499630284818,1.98499465712722,0.00255607076783593,89.92622,89.92622,50356.33,0.163035
49.15776,S,49.15776,0.010,0,0.6703536,0,0,28.15949,0.0000704108,0,58.62223,79.56271,4.091447,-32.0197783116947,-32.0197783116947,-0.0000000952382249923542,1.66479884341526,1.66479688116725,0.0025560698154537,89.91203,89.91203,50356.34,0.1630605
49.16776,S,49.16776,0.010,0,0.6703536,0,0,28.15949,0.00004952713,0,58.62223,79.56271,4.091447,-32.0197499994878,-32.0197499994878,-0.0000000785276194969706,1.34460181785711,1.34459938832934,0.00255606903017752,89.89108,89.89108,50356.36,0.1630861
49.17775,S,49.17775,0.010,0,0.6703539,0,0,28.15949,0.00003230776,0,58.62223,79.56271,4.091447,-32.0197390719693,-32.0197390719693,-0.0000000618170796897842,1.02440519368818,1.02440200476662,0.00255606841200674,89.85704,89.85704,50356.37,0.1631117
49.18775,S,49.18775,0.010,0,0.6703542,0,0,28.15949,0.00001875267,0,58.62223,79.56271,4.091447,-32.019719203754,-32.019719203754,-0.0000000451066138974677,0.704209458778994,0.704204819886046,0.00255606796094061,89.79203,89.79203,50356.38,0.1631372
49.19775,S,49.19775,0.010,0,0.6703542,0,0,28.15949,0.000008861819,0,58.62223,79.56271,4.091447,-32.0197122498786,-32.0197122498786,-0.0000000283962117116801,0.384016211417174,0.384007704544224,0.0025560676769785,89.61862,89.61862,50356.38,0.1631628
49.20775,S,49.20775,0.010,0,0.6703542,0,0,28.15949,0.000002635229,0,58.62223,79.56271,4.091447,-32.0197112564678,-32.0197112564678,-0.0000000116864255262126,0.0638617729477937,0.0638105991365092,0.00255606756011425,87.70612,87.70612,50356.38,0.1631883
49.21775,S,49.21775,0.010,0,0.6703542,0,0,28.15949,0.00000007287878,0,58.62223,79.56271,4.091447,-32.0197112564678,-32.0197112564678,-0.00000000613687719693648,0.256399247422141,-0.256386506271206,0.00255606749874548,-89.4288,-89.4288,50356.38,0.1632139
49.31775,S,49.31775,0.010,0,0.97,0,0,28.15949,0.0002137266,0,0,0,0,-32.0196960502754,-32.0196960502754,0,-3.458356,-3.458356,0,0,-89.4288,50356.03,0.1632139
49.41774,S,49.41774,0.010,0,0.97,0,0,28.15949,0.0007926697,0,0,0,0,-32.01776806029,-32.01776806029,0,-6.660133,-6.660133,0,0,-89.4288,50355.36,0.1632139
49.51774,S,49.51774,0.01018682,0,0.97,0,0,28.15949,0.001737865,0,0,0,0,-32.0125061536928,-32.0125061536928,0,-9.861383,-9.861383,0,0,-89.4288,50354.38,0.1632139
49.61774,S,49.61774,0.01349283,0,0.97,0,0,28.15949,0.003049057,0,0,0,0,-32.0039190782318,-32.0039190782318,0,-13.06178,-13.06178,0,0,-89.4288,50353.07,0.1632139
49.71774,S,49.71774,0.0167976,0,0.97,0,0,28.15949,0.004725866,0,0,0,0,-31.9920051690403,-31.9920051690403,0,-16.26098,-16.26098,0,0,-89.4288,50351.45,0.1632139
49.81774,S,49.81774,0.02010081,0,0.97,0,0,28.15949,0.006767799,0,0,0,0,-31.9767677597131,-31.9767677597131,0,-19.45866,-19.45866,0,0,-89.4288,50349.5,0.1632139
49.91774,S,49.91774,0.02340209,0,0.97,0,0,28.15949,0.009174244,0,0,0,0,-31.9582149289115,-31.9582149289115,0,-22.65448,-22.65448,0,0,-89.4288,50347.24,0.1632139
50.01773,S,50.01773,0.02670112,0,0.97,0,0,28.15949,0.01194446,0,0,0,0,-31.9363483854109,-31.9363483854109,0,-25.84811,-25.84811,0,0,-89.4288,50344.65,0.1632139
50.11773,S,50.11773,0.02999755,0,0.97,0,0,28.15949,0.01507763,0,0,0,0,-31.9111745135458,-31.9111745135458,0,-29.03923,-29.03923,0,0,-89.4288,50341.75,0.1632139
50.21773,S,50.21773,0.03329103,0,0.97,0,0,28.15949,0.01857276,0,0,0,0,-31.8827008960303,-31.8827008960303,0,-32.2275,-32.2275,0,0,-89.4288,50338.53,0.1632139
50.31773,S,50.31773,0.03658123,0,0.97,0,0,28.15949,0.02242876,0,0,0,0,-31.8509400035462,-31.8509400035462,0,-35.41259,-35.41259,0,0,-89.4288,50334.98,0.1632139
50.41773,S,50.41773,0.03986782,0,0.97,0,0,28.15949,0.02664449,0,0,0,0,-31.8158937918354,-31.8158937918354,0,-38.59418,-38.59418,0,0,-89.4288,50331.12,0.1632139
50.51773,S,50.51773,0.04315044,0,0.97,0,0,28.15949,0.03121857,0,0,0,0,-31.7775807238952,-31.7775807238952,0,-41.77194,-41.77194,0,0,-89.4288,50326.95,0.1632139
50.61773,S,50.61773,0.04642878,0,0.97,0,0,28.15949,0.03614962,0,0,0,0,-31.736012506234,-31.736012506234,0,-44.94554,-44.94554,0,0,-89.4288,50322.45,0.1632139
50.71772,S,50.71772,0.04970248,0,0.97,0,0,28.15949,0.04143608,0,0,0,0,-31.6911942848416,-31.6911942848416,0,-48.11466,-48.11466,0,0,-89.4288,50317.64,0.1632139
50.81772,S,50.81772,0.05297121,0,0.97,0,0,28.15949,0.04707631,0,0,0,0,-31.6431476248403,-31.6431476248403,0,-51.27897,-51.27897,0,0,-89.4288,50312.51,0.1632139
50.91772,S,50.91772,0.05623466,0,0.97,0,0,28.15949,0.05306852,0,0,0,0,-31.5918838283172,-31.5918838283172,0,-54.43816,-54.43816,0,0,-89.4288,50307.07,0.1632139
51.01772,S,51.01772,0.05949248,0,0.97,0,0,28.15949,0.0594109,0,0,0,0,-31.5374218267472,-31.5374218267472,0,-57.5919,-57.5919,0,0,-89.4288,50301.31,0.1632139
51.11772,S,51.11772,0.06274434,0,0.97,0,0,28.15949,0.06610141,0,0,0,0,-31.479771610751,-31.479771610751,0,-60.73988,-60.73988,0,0,-89.4288,50295.23,0.1632139
51.21772,S,51.21772,0.06598992,0,0.97,0,0,28.15949,0.07313801,0,0,0,0,-31.4189579621113,-31.4189579621113,0,-63.88177,-63.88177,0,0,-89.4288,50288.85,0.1632139
51.31771,S,51.31771,0.0692289,0,0.97,0,0,28.15949,0.08051843,0,0,0,0,-31.3549971292897,-31.3549971292897,0,-67.01727,-67.01727,0,0,-89.4288,50282.14,0.1632139
51.41771,S,51.41771,0.07246093,0,0.97,0,0,28.15949,0.08824043,0,0,0,0,-31.2879114707511,-31.2879114707511,0,-70.14606,-70.14606,0,0,-89.4288,50275.13,0.1632139
51.51771,S,51.51771,0.07568572,0,0.97,0,0,28.15949,0.09630157,0,0,0,0,-31.2177150099035,-31.2177150099035,0,-73.26783,-73.26783,0,0,-89.4288,50267.8,0.1632139
51.61771,S,51.61771,0.07890294,0,0.97,0,0,28.15949,0.1046994,0,0,0,0,-31.1444367105091,-31.1444367105091,0,-76.38227,-76.38227,0,0,-89.4288,50260.16,0.1632139
51.71771,S,51.71771,0.08211228,0,0.97,0,0,28.15949,0.1134312,0,0,0,0,-31.0680954259877,-31.0680954259877,0,-79.48908,-79.48908,0,0,-89.4288,50252.21,0.1632139
51.81771,S,51.81771,0.08531342,0,0.97,0,0,28.15949,0.1224944,0,0,0,0,-30.9887189074994,-30.9887189074994,0,-82.58795,-82.58795,0,0,-89.4288,50243.96,0.1632139
51.91771,S,51.91771,0.08850604,0,0.97,0,0,28.15949,0.131886,0,0,0,0,-30.9063242491816,-30.9063242491816,0,-85.67858,-85.67858,0,0,-89.4288,50235.39,0.1632139
52.0177,S,52.0177,0.09168984,0,0.97,0,0,28.15949,0.1416032,0,0,0,0,-30.8209435512442,-30.8209435512442,0,-88.76067,-88.76067,0,0,-89.4288,50226.52,0.1632139
52.1177,S,52.1177,0.09486452,0,0.97,0,0,28.15949,0.1516431,0,0,0,0,-30.7326005330915,-30.7326005330915,0,-91.83393,-91.83393,0,0,-89.4288,50217.33,0.1632139
