Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,53.01,0,0,68.69,79.56271,2.124359,0,0,0,0,0,0,89.9999,89.9999,0,0
0.010,S,0.010,0.010,0,0.3160919,0,223.6467,53.01,0,0,68.67408,79.56271,2.12747,103.566623816792,103.566623816521,0.000236912073454394,1.03566600000271,1.035666,0.000002369121,89.9999,89.9999,0.00517833,0.0000000118456
0.02,S,0.02,0.010,0,0.3160919,0,446.1971,53.00415,0.00005885978,0,68.65815,79.56271,2.130582,238.671639967651,238.671639967183,0.000472714804404856,3.42238200000736,3.422382,0.000007096269,89.9999,89.9999,0.02746857,0.00000005917255
0.03,S,0.03,0.010,0,0.3160919,0,668.7475,52.98661,0.0006427409,0,68.64223,79.56271,2.133693,373.895749888988,373.895749888316,0.000708725391488802,7.16134000001405,7.16134,0.00001418352,89.9999,89.9999,0.08038718,0.0000001655715
0.04,S,0.04,0.010,0,0.3160917,0,891.298,52.95739,0.002814277,0,68.6263,79.56271,2.136805,509.32801329066,509.328013289783,0.000945099277239353,12.2546200000228,12.25462,0.00002363451,89.9999,89.9999,0.177467,0.0000003546616
0.05,S,0.05,0.01117201,0,0.3210026,0,979.8754,52.91647,0.008368975,0,68.61037,79.56271,2.139916,563.599793106475,563.599793105516,0.00103982139935525,17.8906200000324,17.89062,0.00003403272,89.9999,89.9999,0.3281932,0.0000006429977
0.05999999,S,0.05999999,0.01631012,0,0.3287485,0,1000.628,52.86737,0.01826741,0,68.59445,79.56271,2.143028,576.776787919648,576.776787918669,0.00106281959155518,23.6583900000422,23.65839,0.00004466092,89.9999,89.9999,0.5359383,0.000001036466
0.06999999,S,0.06999999,0.02156837,0,0.3275826,0,1004.425,52.81505,0.03183107,0,68.57853,79.56271,2.14614,579.684718329412,579.684718328428,0.00106789488813505,29.455240000052,29.45524,0.00005533987,89.9999,89.9999,0.8015064,0.00000153647
0.07999999,S,0.07999999,0.02685314,0,0.3238244,0,1008.222,52.76244,0.04877442,0,68.5626,79.56271,2.149251,582.599819978887,582.599819977899,0.00107298269848619,35.2812400000619,35.28124,0.0000660697,89.9999,89.9999,1.125189,0.000002143518
0.08999999,S,0.08999999,0.03216451,0,0.3193626,0,1012.019,52.70963,0.06901216,0,68.54668,79.56271,2.152363,585.521096123954,585.521096122962,0.00107808128648842,41.1364500000718,41.13645,0.00007685051,89.9999,89.9999,1.507277,0.000002858118
0.09999999,S,0.09999999,0.03750252,0,0.3194707,0,1015.816,52.65662,0.09385008,0,68.53075,79.56271,2.155474,588.448084799672,588.448084798675,0.00108318984593056,47.0209300000818,47.02093,0.00008768241,89.9999,89.9999,1.948064,0.000003680783
0.11,S,0.11,0.04286724,0,0.3195976,0,1014.048,52.60341,0.122668,0,68.51482,79.56271,2.158586,587.976368973875,587.976368972879,0.00108236654829367,52.9007000000917,52.9007,0.00009850608,89.9999,89.9999,2.447672,0.000004611726
0.12,S,0.12,0.04822769,0,0.3192137,0,1011.661,52.55013,0.1550758,0,68.4989,79.56271,2.161697,587.123723120759,587.123723119764,0.00108087839866089,58.7719400001017,58.77194,0.0001093149,89.9999,89.9999,3.006035,0.000005650831
0.13,S,0.13,0.05358041,0,0.3185322,0,1009.274,52.49698,0.1909973,0,68.48298,79.56271,2.164809,586.265865498934,586.26586549794,0.00107938115616474,64.6346000001116,64.6346,0.0001201087,89.9999,89.9999,3.623068,0.000006797949
0.14,S,0.14,0.05892533,0,0.3176768,0,1006.887,52.44395,0.230379,0,68.46706,79.56271,2.16792,585.402843222035,585.402843221043,0.00107787489891531,70.4886200001215,70.48862,0.0001308874,89.9999,89.9999,4.298684,0.000008052929
0.15,S,0.15,0.06426241,0,0.3167219,0,1004.5,52.39105,0.2731721,0,68.45113,79.56271,2.171031,584.534526925293,584.534526924302,0.00107635940112627,76.3339600001314,76.33396,0.000141651,89.9999,89.9999,5.032797,0.000009415621
0.16,S,0.16,0.06959162,0,0.3157139,0,1002.114,52.33827,0.3193314,0,68.4352,79.56271,2.174143,583.66108469719,583.6610846962,0.00107483495616513,82.1705700001413,82.17057,0.0001523994,89.9999,89.9999,5.825319,0.00001088587
0.17,S,0.17,0.07491291,0,0.3146819,0,999.7278,52.28562,0.3688148,0,68.41928,79.56271,2.177254,582.782345517674,582.782345516685,0.00107330126554339,87.9983900001512,87.99839,0.0001631324,89.9999,89.9999,6.676164,0.00001246353
0.18,S,0.18,0.08022624,0,0.3136447,0,997.3417,52.23309,0.4215823,0,68.40335,79.56271,2.180366,581.898562544303,581.898562543316,0.00107175877524777,93.8173800001611,93.81738,0.00017385,89.9999,89.9999,7.585243,0.00001414844
0.19,S,0.19,0.08553156,0,0.3126146,0,994.9559,52.18069,0.4775965,0,68.38743,79.56271,2.183477,581.009574112118,581.009574111132,0.00107020719483032,99.6274800001709,99.62748,0.0001845521,89.9999,89.9999,8.552467,0.00001594045
0.2,S,0.2,0.09082884,0,0.3115948,0,994.6092,52.12842,0.5368136,0,68.37151,79.56271,2.186589,581.373900694235,581.373900693249,0.00107084306509285,105.441200000181,105.4412,0.0001952605,89.9999,89.9999,9.57781,0.00001783952
0.21,S,0.21,0.09612948,0,0.3105972,0,994.2626,52.07622,0.5993524,0,68.35558,79.56271,2.1897,581.736168264032,581.736168263045,0.00107147534129933,111.258600000191,111.2586,0.0002059752,89.9999,89.9999,10.66131,0.00001984569
0.22,S,0.22,0.1014335,0,0.3096203,0,993.9162,52.02403,0.6651955,0,68.33965,79.56271,2.192812,582.097043985653,582.097043984666,0.00107210518816068,117.079600000201,117.0796,0.0002166963,89.9999,89.9999,11.803,0.00002195905
0.23,S,0.23,0.1067409,0,0.3086662,0,993.57,51.97187,0.7343313,0,68.32373,79.56271,2.195924,582.456492586564,582.456492585576,0.00107273254411438,122.90420000021,122.9042,0.0002274236,89.9999,89.9999,13.00292,0.00002417965
0.24,S,0.24,0.1120517,0,0.3077359,0,993.2239,51.91972,0.8067503,0,68.3078,79.56271,2.199035,582.814477512332,582.814477511344,0.00107335734536057,128.73230000022,128.7323,0.0002381572,89.9999,89.9999,14.2611,0.00002650756
0.25,S,0.25,0.1173657,0,0.3068297,0,992.8781,51.86759,0.8824433,0,68.29188,79.56271,2.202147,583.146020891176,583.146020890062,0.00113975621511052,134.563760078788,134.563760078557,0.00024955476189635,89.99989,89.99989,15.60674,0.00002894611
0.26,S,0.26,0.1226828,0,0.3059477,0,992.5325,51.81548,0.9613988,0,68.27596,79.56271,2.205258,583.500080436348,583.500080435228,0.00114314267323353,140.39876075273,140.398760752487,0.000260986188373173,89.99989,89.99989,17.01073,0.00003149882
0.27,S,0.27,0.1280033,0,0.3050896,0,992.1871,51.76339,1.043612,0,68.26003,79.56271,2.208369,583.852892257594,583.852892256468,0.00114642284174002,146.237289544804,146.23728954455,0.000272450416534328,89.99989,89.99989,18.4731,0.00003416601
0.28,S,0.28,0.1333271,0,0.3042549,0,991.8418,51.71131,1.129077,0,68.2441,79.56271,2.211481,584.204138463469,584.204138462338,0.0011496037085811,152.079330798859,152.079330798594,0.000283946453363183,89.99989,89.99989,19.99389,0.00003694799
0.29,S,0.29,0.1386541,0,0.3034431,0,991.4967,51.65926,1.217786,0,68.22818,79.56271,2.214592,584.55400978884,584.554009787704,0.00115269283772121,157.924870766089,157.924870765813,0.000295473381482748,89.99989,89.99989,21.57314,0.00003984509
0.3,S,0.3,0.1439844,0,0.3026533,0,991.1518,51.60722,1.309734,0,68.21225,79.56271,2.217704,584.902498286422,584.90249828528,0.00115569651983217,163.773895618218,163.77389561793,0.000307030346422751,89.99989,89.99989,23.21088,0.00004285761
0.31,S,0.31,0.149318,0,0.3018849,0,990.8071,51.5552,1.404915,0,68.19633,79.56271,2.220815,585.249508588779,585.249508587632,0.0011586211365353,169.626390573292,169.626390572993,0.000318616557529132,89.99989,89.99989,24.90715,0.00004598585
0.32,S,0.32,0.1546549,0,0.3011372,0,990.4625,51.5032,1.503324,0,68.1804,79.56271,2.223927,585.595183747064,585.595183745912,0.00116147103824701,175.482342279872,175.482342279561,0.000330231267651993,89.99989,89.99989,26.66197,0.00004923009
0.33,S,0.33,0.159995,0,0.3004093,0,990.1181,51.45122,1.604955,0,68.16447,79.56271,2.227038,585.93926944812,585.939269446963,0.00116425098465634,181.341734843385,181.341734843063,0.000341873777238326,89.99989,89.99989,28.47539,0.00005259061
0.3399999,S,0.3399999,0.1653383,0,0.2997006,0,989.774,51.39925,1.709804,0,68.14855,79.56271,2.23015,586.282163056252,586.282163055091,0.00116696582640181,187.204556342904,187.20455634257,0.000353543435241507,89.99989,89.99989,30.34743,0.0000560677
0.3499999,S,0.3499999,0.1706849,0,0.2990103,0,989.4299,51.34731,1.817868,0,68.13263,79.56271,2.233261,586.623403628866,586.6234036277,0.00116961848902478,193.070790248071,193.070790247726,0.000365239619870325,89.99989,89.99989,32.27814,0.00005966161
0.3599999,S,0.3599999,0.1760347,0,0.2983376,0,989.0861,51.29538,1.92914,0,68.11671,79.56271,2.236373,586.963293162834,586.963293161664,0.00117221315620098,198.940423048503,198.940423048146,0.000376961751170325,89.99989,89.99989,34.26754,0.00006337262
0.3699999,S,0.3699999,0.1813877,0,0.2976819,0,988.7424,51.24347,2.04362,0,68.10078,79.56271,2.239484,587.301799869014,587.301799867839,0.00117475220777491,204.813440915921,204.813440915552,0.000388709272985496,89.99989,89.99989,36.31568,0.00006720097
0.3799999,S,0.3799999,0.1867439,0,0.2970425,0,988.3989,51.19158,2.161301,0,68.08485,79.56271,2.242596,587.638860169114,587.638860167935,0.00117723982742231,210.689829386265,210.689829385884,0.000400481670996586,89.99989,89.99989,38.42258,0.00007114693
0.3899999,S,0.3899999,0.1921033,0,0.2964187,0,988.6097,51.13971,2.282182,0,68.06893,79.56271,2.245707,588.323042033573,588.323042032389,0.00118034052230364,216.573059675099,216.573059674707,0.000412285075955796,89.99989,89.99989,40.58831,0.00007521076
0.3999999,S,0.3999999,0.1974691,0,0.2958096,0,988.8206,51.08784,2.406332,0,68.053,79.56271,2.248819,589.006619904285,589.006619903096,0.00118339747048883,222.463125742489,222.463125742085,0.000424119050396174,89.99989,89.99989,42.81294,0.00007939278
0.4099999,S,0.4099999,0.2028412,0,0.2952147,0,989.0317,51.03596,2.533756,0,68.03708,79.56271,2.25193,589.689728885114,589.689728883921,0.00118641396131714,228.360022899534,228.360022899118,0.000435983189744161,89.99989,89.99989,45.09654,0.0000836933
0.4199999,S,0.4199999,0.2082197,0,0.2946333,0,989.2429,50.98407,2.664455,0,68.02116,79.56271,2.255042,590.372313345058,590.37231334386,0.00118939069206784,234.263745901026,234.263745900598,0.00044787709639899,89.99989,89.99989,47.43917,0.0000881126
0.4299999,S,0.4299999,0.2136046,0,0.294065,0,989.4544,50.93217,2.798434,0,68.00523,79.56271,2.258153,591.0546117027,591.054611701497,0.00119233081565598,240.174291885942,240.174291885502,0.000459800404289043,89.99989,89.99989,49.84092,0.00009265098
0.4399998,S,0.4399998,0.2189957,0,0.2935092,0,989.666,50.88026,2.935694,0,67.9893,79.56271,2.261265,591.736409381314,591.736409380107,0.00119523537800048,246.091655847492,246.09165584704,0.000471752757801892,89.99989,89.99989,52.30183,0.00009730874
0.4499998,S,0.4499998,0.2243933,0,0.2929656,0,989.8778,50.82834,3.07624,0,67.97338,79.56271,2.264376,592.417706380902,592.41770637969,0.00119810628904027,252.015832778885,252.015832778421,0.000483733820424497,89.99989,89.99989,54.82199,0.0001020862
0.4599998,S,0.4599998,0.2297972,0,0.2924336,0,990.0898,50.77641,3.220075,0,67.95745,79.56271,2.267488,593.098677541757,593.098677540541,0.00120094482206795,257.946819421734,257.946819421258,0.000495743268376744,89.99989,89.99989,57.40146,0.0001069836
0.4699998,S,0.4699998,0.2352075,0,0.2919129,0,990.3019,50.72446,3.367202,0,67.94153,79.56271,2.270599,593.779092392581,593.779092391361,0.00120375214426841,263.884610212941,263.884610212452,0.000507780789550369,89.99989,89.99989,60.04031,0.0001120012
0.4799998,S,0.4799998,0.2406241,0,0.291403,0,990.5143,50.67251,3.517626,0,67.92561,79.56271,2.273711,594.459109879098,594.459109877874,0.00120653052937847,269.82920117886,269.829201178359,0.000519846094574473,89.99989,89.99989,62.7386,0.0001171393
0.4899998,S,0.4899998,0.2460471,0,0.2909035,0,990.7267,50.62054,3.67135,0,67.90968,79.56271,2.276822,595.138586950158,595.138586948929,0.00120927967423321,275.780586915337,275.780586914824,0.00053193889104651,89.99989,89.99989,65.49641,0.0001223982
0.4999998,S,0.4999998,0.2514764,0,0.2904384,0,990.9394,50.56857,3.828696,0,67.89375,79.56271,2.279934,595.817491816615,595.817491815382,0.00121200165551225,281.738761700327,281.738761699802,0.000544058907330729,89.99989,89.99989,68.3138,0.0001277782
0.5099998,S,0.5099998,0.2569121,0,0.2900478,0,991.1523,50.51658,3.99027,0,67.87783,79.56271,2.283045,596.495276115724,596.495276114487,0.00121469615489244,287.703714328158,287.70371432762,0.000556205868608148,89.99989,89.99989,71.19083,0.0001332796
0.5199998,S,0.5199998,0.2623542,0,0.2896668,0,991.3654,50.46458,4.155263,0,67.8619,79.56271,2.286157,597.172647155954,597.172647154713,0.00121736567348427,293.675440666239,293.675440665689,0.000568379525070888,89.99989,89.99989,74.12759,0.0001389025
0.5299998,S,0.5299998,0.2678026,0,0.289295,0,991.5786,50.41257,4.323683,0,67.84598,79.56271,2.289268,597.84936651872,597.849366517475,0.00122001033255368,299.653934197796,299.653934197234,0.000580579628123731,89.99989,89.99989,77.12412,0.0001446473
0.5399998,S,0.5399998,0.2732573,0,0.288932,0,991.792,50.36056,4.495533,0,67.83006,79.56271,2.29238,598.525513676883,598.525513675634,0.00122263219362207,305.639189200784,305.639189200209,0.000592805949786672,89.99989,89.99989,80.18051,0.0001505142
0.5499998,S,0.5499998,0.2787184,0,0.2885776,0,992.0055,50.30853,4.670828,0,67.81413,79.56271,2.295491,599.201080683157,599.201080681904,0.00122523102931574,311.631199873683,311.631199873096,0.000605058259805969,89.99989,89.99989,83.29682,0.0001565035
0.5599998,S,0.5599998,0.2841858,0,0.2882315,0,992.2192,50.25649,4.849569,0,67.7982,79.56271,2.298603,599.876131115832,599.876131114575,0.00122780784007889,317.629961050759,317.629961050159,0.000617336337932321,89.99989,89.99989,86.47312,0.0001626155
0.5699998,S,0.5699998,0.2896596,0,0.2878934,0,992.4332,50.20444,5.03177,0,67.78228,79.56271,2.301714,600.550696764051,600.550696762791,0.0012303638234129,323.635467884166,323.635467883553,0.000629639975891442,89.99989,89.99989,89.70947,0.0001688504
0.5799997,S,0.5799997,0.2951396,0,0.2875631,0,992.6473,50.15237,5.217436,0,67.76636,79.56271,2.304826,601.224594840234,601.22459483897,0.00123289929764093,329.647713698184,329.647713697559,0.000641968968592277,89.99989,89.99989,93.00595,0.0001752084
0.5899997,S,0.5899997,0.3006261,0,0.2872404,0,992.8616,50.1003,5.406575,0,67.75043,79.56271,2.307937,601.897904817243,601.897904815975,0.00123541532384015,335.666692611822,335.666692611184,0.000654323121554542,89.99989,89.99989,96.36262,0.0001816899
0.5999997,S,0.5999997,0.3061188,0,0.286925,0,993.076,50.04822,5.599198,0,67.7345,79.56271,2.311049,602.570602853218,602.570602851946,0.00123791196264355,341.692398505668,341.692398505018,0.000666702240904282,89.99989,89.99989,99.77954,0.000188295
0.6099997,S,0.6099997,0.311618,0,0.2866454,0,993.2907,49.99613,5.795892,0,67.71858,79.56271,2.31416,603.242490266005,603.24249026473,0.00124038950205778,347.724823273493,347.72482327283,0.000679106135647611,89.99989,89.99989,103.2568,0.0001950241
0.6199997,S,0.6199997,0.3171234,0,0.2867116,0,993.5056,49.94402,6.003219,0,67.70265,79.56271,2.317272,603.908997366071,603.908997364792,0.00124284016590297,353.76391311217,353.763913111494,0.000691534537028844,89.99989,89.99989,106.7944,0.0002018773
0.6299997,S,0.6299997,0.3226352,0,0.2867779,0,993.7206,49.89191,6.214448,0,67.68673,79.56271,2.320383,604.574606422802,604.574606421519,0.00124527265501197,359.809659041265,359.809659040576,0.000703987263300624,89.99989,89.99989,110.3925,0.0002088549
0.6399997,S,0.6399997,0.3281532,0,0.2868442,0,993.9358,49.83978,6.42959,0,67.67081,79.56271,2.323495,605.239301541625,605.239301540339,0.00124768781824651,365.8620519214,365.862051920698,0.000716464141204209,89.99989,89.99989,114.0511,0.0002159571
0.6499997,S,0.6499997,0.3336775,0,0.2869107,0,994.1512,49.78764,6.648657,0,67.65488,79.56271,2.326606,605.903217826407,605.903217825117,0.00125008615582869,371.921083964233,371.921083963519,0.00072896500248308,89.99989,89.99989,117.7704,0.0002231843
0.6599997,S,0.6599997,0.339208,0,0.2869772,0,994.3667,49.7355,6.871664,0,67.63895,79.56271,2.329718,606.566116858561,606.566116857268,0.00125246798608167,377.986744997241,377.986744996514,0.000741489682063948,89.99989,89.99989,121.5502,0.0002305366
0.6699997,S,0.6699997,0.3447449,0,0.2870439,0,994.5824,49.68334,7.098621,0,67.62303,79.56271,2.332829,607.228125794667,607.22812579337,0.00125483368796158,384.059026119462,384.059026118722,0.000754038018663086,89.99989,89.99989,125.3908,0.0002380142
0.6799996,S,0.6799996,0.350288,0,0.2871107,0,994.7983,49.63117,7.329544,0,67.6071,79.56271,2.335941,607.889181056435,607.889181055135,0.00125718417096313,390.137917794153,390.1379177934,0.000766609860091715,89.99989,89.99989,129.2922,0.0002456174
0.6899996,S,0.6899996,0.3558373,0,0.2871775,0,995.0144,49.57899,7.564441,0,67.59118,79.56271,2.339052,608.549290591152,608.549290589848,0.00125951916223792,396.223410564043,396.223410563277,0.00077920505143257,89.99989,89.99989,133.2544,0.0002533465
0.6999996,S,0.6999996,0.3613929,0,0.2872445,0,995.2307,49.5268,7.803326,0,67.57526,79.56271,2.342164,609.208605397253,609.208605395946,0.00126183914684979,402.315496481847,402.315496481068,0.000791823442619025,89.99989,89.99989,137.2776,0.0002612017
0.7099996,S,0.7099996,0.3669548,0,0.2873116,0,995.4471,49.4746,8.046213,0,67.55933,79.56271,2.345275,609.866791688722,609.866791687412,0.00126414483723628,408.414164262418,408.414164261626,0.000804464890708829,89.99989,89.99989,141.3617,0.0002691831
0.7199996,S,0.7199996,0.3725229,0,0.2873787,0,995.6638,49.42239,8.293113,0,67.5434,79.56271,2.348387,610.524191198863,610.524191197549,0.00126643633950511,414.519406037944,414.519406037139,0.00081712925382081,89.99989,89.99989,145.5069,0.0002772911
0.7299996,S,0.7299996,0.3780973,0,0.287446,0,995.8807,49.37016,8.54404,0,67.52748,79.56271,2.351498,611.180597298234,611.180597296917,0.00126871418419486,420.631211874318,420.631211873499,0.000829816395379179,89.99989,89.99989,149.7132,0.0002855258
0.7399996,S,0.7399996,0.3836779,0,0.2875134,0,996.0977,49.31793,8.799004,0,67.51155,79.56271,2.35461,611.835779515538,611.835779514218,0.0012709777952922,426.749569532717,426.749569531885,0.000842526173048015,89.99989,89.99989,153.9807,0.0002938875
0.7499996,S,0.7499996,0.3892647,0,0.2875808,0,996.3148,49.26569,9.058014,0,67.49563,79.56271,2.357721,612.490095478653,612.49009547733,0.0012732286583052,432.874470350601,432.874470349756,0.000855258459346478,89.99989,89.99989,158.3095,0.0003023764
0.7599996,S,0.7599996,0.3948578,0,0.2876484,0,996.5322,49.21343,9.321091,0,67.47971,79.56271,2.360833,613.143457767431,613.143457766104,0.00127546633364472,439.005904791227,439.005904790369,0.000868013122397836,89.99989,89.99989,162.6995,0.0003109928
0.7699996,S,0.7699996,0.4004571,0,0.2877161,0,996.7498,49.16117,9.588238,0,67.46378,79.56271,2.363944,613.79569948886,613.79569948753,0.00127769183691321,445.143861648921,445.14386164805,0.000880790040481382,89.99989,89.99989,167.151,0.0003197368
0.7799996,S,0.7799996,0.4060625,0,0.2877839,0,996.9675,49.10889,9.859471,0,67.44785,79.56271,2.367056,614.447011377811,614.447011376478,0.00127990478915454,451.28833162536,451.288331624475,0.000893589088086846,89.99989,89.99989,171.6638,0.0003286087
0.7899995,S,0.7899995,0.4116742,0,0.2878518,0,997.1854,49.0566,10.1348,0,67.43193,79.56271,2.370167,615.097147068412,615.097147067076,0.00128210564511606,457.439302958559,457.439302957661,0.000906410144251434,89.99989,89.99989,176.2382,0.0003376087
0.7999995,S,0.7999995,0.4172921,0,0.2879198,0,997.4035,49.00431,10.41425,0,67.41601,79.56271,2.373279,615.746392662964,615.746392661625,0.00128429432900656,463.596766747558,463.596766746647,0.000919253087254437,89.99989,89.99989,180.8742,0.000346737
0.8099995,S,0.8099995,0.4229163,0,0.2879879,0,997.6218,48.952,10.69781,0,67.40008,79.56271,2.37639,616.394430270023,616.39443026868,0.00128647172000425,469.760710912484,469.760710911559,0.000932117804166931,89.99989,89.99989,185.5718,0.0003559939
0.8199995,S,0.8199995,0.4285466,0,0.288056,0,997.8402,48.89968,10.98551,0,67.38416,79.56271,2.379502,617.041506255456,617.04150625411,0.00128863699956389,475.931125837119,475.931125836181,0.000945004173874537,89.99989,89.99989,190.3311,0.0003653795
0.8299995,S,0.8299995,0.4341831,0,0.2881243,0,998.0589,48.84735,11.27735,0,67.36823,79.56271,2.382613,617.687501409974,617.687501408625,0.00129079181993423,482.108000713155,482.108000712203,0.000957912091785365,89.99989,89.99989,195.1522,0.0003748941
0.8399995,S,0.8399995,0.4398258,0,0.2881927,0,998.2777,48.79501,11.57336,0,67.3523,79.56271,2.385725,618.332344208001,618.332344206649,0.00129293496845564,488.291324017027,488.291324016062,0.000970841441180928,89.99989,89.99989,200.0351,0.0003845379
0.8499995,S,0.8499995,0.4454746,0,0.2882612,0,998.4967,48.74266,11.87352,0,67.33638,79.56271,2.388836,618.975971071247,618.975971069892,0.00129506732430634,494.481083589388,494.481083588409,0.000983792114134521,89.99989,89.99989,204.9799,0.000394311
0.8599995,S,0.8599995,0.4511297,0,0.2883298,0,998.7159,48.69029,12.17788,0,67.32046,79.56271,2.391948,619.618596576438,619.61859657508,0.00129718953929089,500.677269416656,500.677269415664,0.000996764009237486,89.99989,89.99989,209.9867,0.0004042138
0.8699995,S,0.8699995,0.4567909,0,0.2883985,0,998.9352,48.63792,12.48642,0,67.30453,79.56271,2.395059,620.260141250713,620.260141249352,0.00129930084033878,506.879870690525,506.879870689519,0.00100975701735046,89.99989,89.99989,215.0555,0.0004142464
0.8799995,S,0.8799995,0.4624583,0,0.2884673,0,999.1548,48.58554,12.79917,0,67.2886,79.56271,2.398171,620.900501779352,620.900501777988,0.00130140180346333,513.088875569536,513.088875568517,0.00102277103509421,89.99989,89.99989,220.1864,0.0004244091
0.8899994,S,0.8899994,0.4681318,0,0.2885362,0,999.3746,48.53314,13.11613,0,67.27268,79.56271,2.401282,621.539574847635,621.539574846268,0.00130349232255681,519.304271179088,519.304271178055,0.00103580595802842,89.99989,89.99989,225.3794,0.0004347019
0.8999994,S,0.8999994,0.4738114,0,0.2886052,0,999.5945,48.48074,13.43732,0,67.25675,79.56271,2.404394,622.177726030725,622.177726029355,0.00130557353448764,525.526048300328,525.526048299281,0.00104886169308148,89.99989,89.99989,230.6347,0.0004451253
0.9099994,S,0.9099994,0.4794973,0,0.2886743,0,999.8146,48.42832,13.76275,0,67.24083,79.56271,2.407505,622.814605648031,622.814605646658,0.00130764434786215,531.754194217598,531.754194216538,0.00106193813626782,89.99989,89.99989,235.9522,0.0004556793
0.9199994,S,0.9199994,0.4851892,0,0.2887435,0,1000.035,48.37589,14.09243,0,67.22491,79.56271,2.410617,623.45022164684,623.450221645464,0.00130970547511787,537.988696294715,537.988696293641,0.00107503519072626,89.99989,89.99989,241.3321,0.0004663641
0.9299994,S,0.9299994,0.4908873,0,0.2888128,0,1000.255,48.32346,14.42637,0,67.20898,79.56271,2.413728,624.084812445736,624.084812444357,0.00131175732552742,544.229544279679,544.229544278591,0.00108815276368833,89.99989,89.99989,246.7744,0.0004771801
0.9399994,S,0.9399994,0.4965914,0,0.2888822,0,1000.476,48.27101,14.76459,0,67.19305,79.56271,2.41684,624.718083995132,624.71808399375,0.00131379952013467,550.476724979995,550.476724978893,0.00110129075859602,89.99989,89.99989,252.2791,0.0004881273
0.9499994,S,0.9499994,0.5023018,0,0.2889517,0,1000.697,48.21855,15.10708,0,67.17713,79.56271,2.419951,625.350147557032,625.350147555648,0.00131583252884523,556.730226315788,556.730226314673,0.00111444908359036,89.99989,89.99989,257.8464,0.000499206
0.9599994,S,0.9599994,0.5080181,0,0.2890213,0,1000.918,48.16608,15.45387,0,67.1612,79.56271,2.423063,625.980947500435,625.980947499048,0.00131785636681735,562.990035650875,562.990035649746,0.00112762764696397,89.99989,89.99989,263.4763,0.0005104164
0.9699994,S,0.9699994,0.5137407,0,0.289091,0,1001.273,48.1136,15.80497,0,67.14528,79.56271,2.426174,626.699986161936,626.699986160546,0.00132005029546074,569.257035372416,569.257035371273,0.00114082814962352,89.99989,89.99989,269.1689,0.0005217587
0.9799994,S,0.9799994,0.5194701,0,0.2891608,0,1001.762,48.06111,16.16043,0,67.12936,79.56271,2.429286,627.507406592686,627.507406591293,0.00132241533037784,575.532109298084,575.532109296927,0.00115405230263172,89.99989,89.99989,274.9242,0.0005332331
0.9899994,S,0.9899994,0.5252073,0,0.2892308,0,1002.25,48.00859,16.52033,0,67.11343,79.56271,2.432397,628.314016400249,628.314016398852,0.0013247724981656,581.815249321647,581.815249320476,0.00116730002731727,89.99989,89.99989,280.7424,0.0005448399
0.9999993,S,0.9999993,0.5309522,0,0.2893008,0,1002.74,47.95605,16.88468,0,67.0975,79.56271,2.435508,629.119942741203,629.119942739803,0.00132712231420436,588.10644860844,588.106448607255,0.00118057125016268,89.99989,89.99989,286.6234,0.0005565793
1.009999,S,1.009999,0.5367047,0,0.289371,0,1003.229,47.90348,17.25349,0,67.08158,79.56271,2.43862,629.925050511684,629.925050510281,0.00132946529387446,594.405698972757,594.405698971558,0.00119386590280427,89.99989,89.99989,292.5675,0.0005684515
1.019999,S,1.019999,0.542465,0,0.2894413,0,1003.719,47.85089,17.62677,0,67.06566,79.56271,2.441731,630.729450973698,630.729450972292,0.00133180102790327,600.712993341515,600.712993340302,0.00120718391278562,89.99989,89.99989,298.5746,0.0005804567
1.029999,S,1.029999,0.5482331,0,0.2895117,0,1004.208,47.79828,18.00455,0,67.04973,79.56271,2.444843,631.532913655945,631.532913654536,0.00133412966787325,607.028322336916,607.028322335689,0.00122052520916615,89.99989,89.99989,304.6449,0.0005925953
1.039999,S,1.039999,0.5540088,0,0.2895823,0,1004.698,47.74564,18.38684,0,67.03381,79.56271,2.447954,632.335700818871,632.335700817459,0.00133645150179106,613.351679203767,613.351679202526,0.00123388972388534,89.99989,89.99989,310.7784,0.0006048674
1.049999,S,1.049999,0.5597922,0,0.2896529,0,1005.188,47.69297,18.77365,0,67.01788,79.56271,2.451066,633.137693253182,633.137693251767,0.00133876633259951,619.683055994781,619.683055993526,0.0012472773869121,89.99989,89.99989,316.9753,0.0006172733
1.059999,S,1.059999,0.5655833,0,0.2897237,0,1005.678,47.64028,19.16498,0,67.00195,79.56271,2.454178,633.938708171296,633.938708169878,0.00134107447862175,626.022442934798,626.022442933528,0.00126068813139856,89.99989,89.99989,323.2355,0.0006298131
1.069999,S,1.069999,0.5713822,0,0.2897946,0,1006.169,47.58757,19.56088,0,66.98603,79.56271,2.457289,634.739007833658,634.739007832237,0.00134337569732585,632.369832871259,632.369832869975,0.00127412188807155,89.99989,89.99989,329.5592,0.0006424872
